           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
             -200              100              150          2.03086        -0.116618          7.43692         0.760164         0.322834         0.443613
             -200              100              155          2.01383        -0.471547          7.56867        -0.521365         0.357521         0.414656
             -200              100              160          1.93218        -0.820173           7.4711         -1.82106         0.389542          0.38636
             -200              100              165          1.78783         -1.15084           7.1415         -3.10078          0.42018         0.358578
             -200              100              170          1.58482         -1.45231          6.58427         -4.32005         0.450573         0.330753
             -200              100              175           1.3292          -1.7141          5.80991         -5.43802         0.481502          0.30192
             -200              100              180          1.02885         -1.92705          4.83642         -6.41711         0.513317         0.270737
             -200              100              185         0.693308         -2.08372          3.69047         -7.22334         0.545952         0.235676
             -200              100              190         0.333301         -2.17844          2.40521         -7.82654         0.578878         0.195221
             -200              100              195       -0.0395937         -2.20757          1.01734         -8.20242         0.611042         0.148008
             -200              100              200        -0.413289         -2.16969        -0.433134         -8.33391          0.64091        0.0929295
             -200              100              205        -0.775555          -2.0657         -1.90197         -8.21088         0.666591        0.0292474
             -200              100              210          -1.1145         -1.89868         -3.34172         -7.82998         0.685956       -0.0432434
             -200              100              215           -1.419         -1.67378         -4.70476         -7.19629         0.696697        -0.124164
             -200              100              220         -1.67903         -1.39826         -5.94553         -6.32523         0.696444        -0.212574
             -200              100              225         -1.88607         -1.08118         -7.02158         -5.24068         0.682972        -0.306932
             -200              100              230         -2.03343        -0.732964         -7.89508          -3.9718         0.654393        -0.405009
             -200              100              235         -2.11648        -0.364943         -8.53395         -2.55432         0.609273        -0.503968
             -200              100              240         -2.13274        0.0107609         -8.91179         -1.03179         0.546765        -0.600573
             -200              100              245         -2.08191         0.381709         -9.00914          0.54799         0.466686        -0.691322
             -200              100              250         -1.96603         0.735687         -8.81726           2.1351         0.369565        -0.772573
             -200              100              255         -1.78947          1.06115         -8.33847          3.67692         0.256655        -0.840663
             -200              100              260         -1.55871          1.34754         -7.58382          5.12116         0.130003        -0.892066
             -200              100              265         -1.28195          1.58576         -6.57238           6.4193      -0.00753086        -0.923548
             -200              100              270        -0.968913          1.76848         -5.33246          7.52676        -0.152402        -0.932422
             -200              100              275         -0.63048          1.89022          -3.9013          8.40273        -0.300501         -0.91675
             -200              100              280        -0.278375          1.94759          -2.3235          9.01252        -0.447307        -0.875409
             -200              100              285        0.0753282          1.93954        -0.649902          9.33113        -0.588072        -0.808109
             -200              100              290         0.418601          1.86752          1.06375          9.34495        -0.718026        -0.715419
             -200              100              295         0.739583          1.73434          2.75941          9.04495        -0.832236        -0.598666
             -200              100              300          1.02772          1.54633          4.37969          8.43874        -0.926347        -0.460827
             -200              100              305          1.27379          1.31097          5.86979          7.54358        -0.996335        -0.305389
             -200              100              310          1.47022          1.03741          7.17574          6.38636         -1.03898         -0.13659
             -200              100              315          1.61083         0.735911            8.247          5.00101         -1.05178        0.0405982
             -200              100              320          1.69232         0.417661          9.04605          3.43419          -1.0335         0.220574
             -200              100              325          1.71322        0.0942399          9.54326          1.73878        -0.983696         0.397591
             -200              100              330          1.67424        -0.222826           9.7182       -0.0281691        -0.903069         0.565855
             -200              100              335          1.57828        -0.522574          9.56134         -1.80803        -0.793448         0.719632
             -200              100              340          1.43024        -0.795046          9.07467         -3.54048        -0.657662         0.853423
             -200              100              345          1.23675         -1.03132           8.2711         -5.16263        -0.499544         0.962371
             -200              100              350          1.00583         -1.22373          7.17479         -6.61579        -0.323878          1.04246
             -200              100              355         0.746754         -1.36659          5.82216         -7.84946        -0.136138          1.09051
             -200              100              360         0.469664         -1.45627          4.25998         -8.81847        0.0577284          1.10431
             -200              100              365         0.185084         -1.49108          2.54094         -9.48612         0.251384          1.08278
             -200              100              370       -0.0965303         -1.47141         0.722545         -9.82694          0.43828          1.02613
             -200              100              375        -0.365138         -1.39954         -1.13192         -9.82597         0.612027         0.935835
             -200              100              380        -0.611329         -1.27962         -2.95583         -9.47937          0.76672          0.81456
             -200              100              385        -0.826717         -1.11736         -4.68383         -8.79553         0.897026         0.666119
             -200              100              390         -1.00443        -0.920019         -6.25413         -7.79772         0.998261         0.495243
             -200              100              395         -1.13917        -0.696077         -7.60939           -6.521          1.06669         0.307386
             -200              100              400         -1.22734        -0.454649         -8.69973         -5.00733          1.09973         0.108733
             -200              100              405         -1.26716        -0.205122         -9.48527         -3.30769          1.09599       -0.0939138
             -200              100              410         -1.25875        0.0430709         -9.93562         -1.48216          1.05529        -0.293483
             -200              100              415         -1.20401         0.280756         -10.0308         0.403642         0.978842        -0.483064
             -200              100              420          -1.1065         0.499391         -9.76461          2.28222         0.869196        -0.656108
             -200              100              425        -0.971239         0.691482          -9.1461           4.0861         0.730054         -0.80655
             -200              100              430         -0.80465         0.850688         -8.19675          5.74885         0.566095        -0.929102
             -200              100              435        -0.614125          0.97207         -6.94791          7.21022         0.382925         -1.01945
             -200              100              440        -0.407645          1.05241         -5.44224          8.41757         0.186966         -1.07428
             -200              100              445        -0.193526          1.09017         -3.73375          9.32487       -0.0148531         -1.09153
             -200              100              450         0.019895          1.08537         -1.88403          9.89538         -0.21545         -1.07054
             -200              100              455         0.224521          1.03954        0.0400817          10.1065        -0.407763         -1.01214
             -200              100              460         0.412787         0.955858           1.9676          9.95117        -0.584935        -0.918437
             -200              100              465         0.578019         0.838931          3.82715          9.43361         -0.74064        -0.792692
             -200              100              470         0.714719         0.694419          5.55132          8.56975        -0.869318        -0.639333
             -200              100              475          0.81874         0.528784           7.0774          7.38924        -0.966316        -0.463909
             -200              100              480         0.887276         0.349074          8.34689           5.9344         -1.02809        -0.272826
             -200              100              485         0.918863          0.16275           9.3096          4.25793         -1.05247       -0.0730436
             -200              100              490         0.913525        -0.022715          9.92886          2.42072         -1.03874         0.128079
             -200              100              495         0.872804        -0.200185          10.1821         0.491718        -0.987611         0.323117
             -200              100              500         0.799585        -0.363075          10.0585         -1.45732        -0.901002         0.504966
             -195              100                0           -2.136         0.212004         -24.5344          3.10493        -0.201833        -0.247219
             -195              100                5         -2.06359        0.0852126         -23.9464          3.00674        -0.794102        -0.100456
             -195              100               10         -2.05668       -0.0230627         -23.2328          2.92524           -1.353        0.0500198
             -195              100               15         -2.12311       -0.0997784          -22.354           2.8712         -1.81842         0.203377
             -195              100               20         -2.23391        -0.157401         -21.3752          2.83376         -2.22728         0.358479
             -195              100               25         -2.36529        -0.179822         -20.2849          2.82789         -2.50443         0.511781
             -195              100               30         -2.50704        -0.184506         -19.1383          2.83793         -2.71521         0.664176
             -195              100               35         -2.61867        -0.153956         -17.9403          2.88272         -2.80146         0.809997
             -195              100               40         -2.71779        -0.108791         -16.7208          2.94191         -2.83605          0.95309
             -195              100               45         -2.75466       -0.0307298         -15.4924           3.0398         -2.77759          1.08578
             -195              100               50         -2.77063        0.0583726          -14.261          3.15066         -2.68791          1.21498
             -195              100               55         -2.71027         0.175768         -13.0446          3.30443         -2.54309          1.33105
             -195              100               60         -2.62968         0.300657         -11.8321          3.46957         -2.38367          1.44365
             -195              100               65         -2.47189         0.447393         -10.6432          3.68036         -2.20364          1.54136
             -195              100               70         -2.29856         0.598526         -9.45904          3.90035         -2.01945          1.63607
             -195              100               75         -2.05577         0.764019         -8.29464           4.1677         -1.84242          1.71512
             -195              100               80         -1.80301         0.931575         -7.13307          4.44185         -1.66643          1.79192
             -195              100               85         -1.49395           1.1059         -5.97767            4.765         -1.51844          1.85386
             -195              100               90         -1.17974          1.28085         -4.82285          5.09263         -1.37301          1.91445
             -195              100               95        -0.825672          1.45533         -3.65357          5.46903         -0.98371          1.47046
             -195              100              100        -0.469862          1.62978         -2.48367          5.84758         -0.58375          1.00441
             -195              100              105        -0.144262          1.72736         -1.41321          6.28106        -0.215649         0.538471
             -195              100              110         0.196524          1.76278        -0.269807          6.52618        -0.139244         0.558245
             -195              100              115         0.540696          1.73372         0.912836          6.57184       -0.0659192         0.564215
             -195              100              120         0.876154          1.64037          2.09775          6.41363       0.00212468         0.558649
             -195              100              125          1.19094          1.48514          3.24879           6.0512        0.0634139         0.544046
             -195              100              130          1.47386          1.27256          4.33261          5.48978         0.117201         0.523047
             -195              100              135          1.71471          1.00928           5.3152          4.74239         0.163381         0.498269
             -195              100              140          1.90458         0.703729          6.16165          3.82705         0.202423         0.472019
             -195              100              145          2.03628         0.365823          6.84075          2.76601         0.235356         0.446184
             -195              100              150          2.10459       0.00670468          7.32791          1.58843         0.263615         0.422186
             -195              100              155          2.10645        -0.361499          7.60383         0.329556         0.288853         0.400882
             -195              100              160          2.04103        -0.726383          7.65411        -0.974154         0.312798         0.382474
             -195              100              165           1.9098         -1.07577          7.47118         -2.28535         0.337179         0.366543
             -195              100              170          1.71643         -1.39782          7.05441         -3.56296         0.363528         0.352183
             -195              100              175          1.46674          -1.6814          6.40921         -4.76466         0.392946         0.338013
             -195              100              180          1.16851         -1.91665          5.54895         -5.85082         0.426034         0.322212
             -195              100              185         0.831286         -2.09546          4.49636         -6.78442          0.46289         0.302713
             -195              100              190          0.46594         -2.21156          3.28115         -7.53146         0.503046         0.277433
             -195              100              195        0.0842701         -2.26068          1.93698         -8.06318           0.5454         0.244427
             -195              100              200         -0.30131         -2.24083         0.501755         -8.35748         0.588257         0.202004
             -195              100              205        -0.678152         -2.15245        -0.981277         -8.39892         0.629471          0.14888
             -195              100              210         -1.03387         -1.99823         -2.46463         -8.17861         0.666557        0.0843407
             -195              100              215         -1.35679         -1.78304         -3.89965         -7.69623         0.696725       0.00831742
             -195              100              220         -1.63634         -1.51393         -5.23878         -6.96211          0.71704       -0.0786048
             -195              100              225          -1.8634          -1.1999         -6.43667         -5.99528         0.724657        -0.175122
             -195              100              230         -2.03068        -0.851346         -7.45188         -4.82053         0.717028        -0.279111
             -195              100              235           -2.133        -0.479711         -8.24787         -3.47018         0.692023        -0.387727
             -195              100              240         -2.16736       -0.0973354         -8.79283         -1.98542         0.648077        -0.497606
             -195              100              245         -2.13296         0.283052         -9.06167         -0.41244         0.584329        -0.604979
             -195              100              250         -2.03144         0.648892         -9.04003          1.19947         0.500695        -0.705796
             -195              100              255         -1.86679         0.988211          -8.7247          2.79687          0.39789        -0.795864
             -195              100              260         -1.64525          1.28999         -8.12105          4.32586         0.277511        -0.871007
             -195              100              265         -1.37483          1.54464         -7.24272          5.73542         0.142074        -0.927271
             -195              100              270         -1.06518          1.74433         -6.11332          6.97722      -0.00506961         -0.96119
             -195              100              275        -0.727167          1.88306         -4.76634           8.0058        -0.159823        -0.970027
             -195              100              280        -0.372587          1.95692         -3.24335          8.78101        -0.317529        -0.951861
             -195              100              285       -0.0137009          1.96438         -1.59329          9.27233        -0.473181        -0.905604
             -195              100              290          0.33721          1.90647         0.128804          9.46055        -0.621604        -0.831085
             -195              100              295         0.668011          1.78564          1.86527          9.33027        -0.757347        -0.728949
             -195              100              300         0.967749          1.60789          3.55694          8.88288        -0.875297        -0.601693
             -195              100              305          1.22679          1.38045          5.14646          8.13041        -0.970647        -0.452421
             -195              100              310          1.43709           1.1123          6.57612          7.09459         -1.03937        -0.285143
             -195              100              315          1.59201         0.813623          7.79104          5.80468          -1.0781        -0.104713
             -195              100              320           1.6878          0.49563          8.74863          4.30465         -1.08469        0.0831248
             -195              100              325          1.72256          0.16996          9.41354          2.64509         -1.05786         0.272339
             -195              100              330          1.69655        -0.151672          9.75929         0.881843        -0.997548         0.456716
             -195              100              335           1.6123        -0.458092          9.77025        -0.926571        -0.904912         0.629953
             -195              100              340          1.47436        -0.739047          9.44245         -2.71863        -0.782235         0.785887
             -195              100              345          1.28909         -0.98527          8.78309         -4.42866        -0.632917         0.918883
             -195              100              350          1.06434         -1.18873          7.81128         -5.99477         -0.46148          1.02407
             -195              100              355          0.80923         -1.34334          6.55934         -7.36233        -0.273303          1.09738
             -195              100              360          0.53386         -1.44505          5.07069         -8.48106       -0.0743795          1.13573
             -195              100              365         0.248796         -1.49177           3.3953         -9.30893         0.128722          1.13722
             -195              100              370       -0.0354384         -1.48347          1.58916         -9.81439         0.329054          1.10127
             -195              100              375         -0.30864          -1.4221        -0.284337         -9.97634         0.519693          1.02864
             -195              100              380        -0.561172         -1.31146         -2.15745         -9.78511         0.694076         0.921419
             -195              100              385        -0.784366         -1.15701         -3.96281         -9.24337         0.846131          0.78302
             -195              100              390        -0.971004         -0.96577         -5.63545         -8.36972         0.970379         0.617896
             -195              100              395         -1.11546        -0.746086         -7.11413         -7.19491          1.06224         0.431362
             -195              100              400         -1.21377        -0.506999         -8.34427         -5.75688          1.11828         0.229645
             -195              100              405         -1.26381        -0.257849         -9.28059         -4.10417          1.13628         0.019775
             -195              100              410         -1.26532      -0.00814039         -9.88702         -2.29577          1.11533        -0.190833
             -195              100              415         -1.21985         0.232803         -10.1376        -0.397312          1.05599        -0.394789
             -195              100              420         -1.13065         0.456259         -10.0206          1.52295          0.96026        -0.584947
             -195              100              425         -1.00251         0.654515          -9.5401          3.39583          0.83141        -0.754555
             -195              100              430        -0.841627         0.820985         -8.71219          5.15193          0.67382        -0.897579
             -195              100              435        -0.655226         0.950428         -7.56378          6.72741         0.492967         -1.00894
             -195              100              440        -0.451208          1.03928         -6.13434          8.06504         0.295298         -1.08456
             -195              100              445        -0.237867          1.08567         -4.47537           9.1133        0.0879055         -1.12159
             -195              100              450       -0.0235739          1.08931         -2.64709          9.83015        -0.121826         -1.11866
             -195              100              455         0.183484          1.05143        -0.716065          10.1876        -0.326391           -1.076
             -195              100              460         0.375611         0.974923          1.24624          10.1733        -0.518395        -0.995179
             -195              100              465         0.545925         0.864178          3.16667          9.78619        -0.690908         -0.87909
             -195              100              470         0.688678         0.724654          4.97531           9.0372        -0.837693        -0.731891
             -195              100              475         0.799474          0.56266          6.60602          7.95192        -0.953373         -0.55901
             -195              100              480         0.875235         0.385162          7.99555          6.56973         -1.03368        -0.366873
             -195              100              485         0.914204         0.199583          9.08894          4.94076         -1.07575        -0.162595
             -195              100              490         0.916121        0.0134277          9.84495           3.1248         -1.07827        0.0461846
             -195              100              495         0.882252        -0.166066          10.2357          1.19052         -1.04138         0.251671
             -195              100              500         0.815239        -0.332192          10.2452        -0.790177        -0.966554         0.446294
             -190              100                0         -2.62986        -0.231165         -25.6005          1.60665        -0.194673         -0.32545
             -190              100                5         -2.55893        -0.354128         -24.9759          1.54871         -0.89175        -0.159147
             -190              100               10         -2.56725        -0.456695          -24.201          1.50864         -1.54432        0.0108998
             -190              100               15         -2.65871        -0.524477         -23.2381          1.49775         -2.07594         0.183482
             -190              100               20         -2.80047        -0.571214         -22.1615          1.50452         -2.53439         0.357598
             -190              100               25         -2.95752        -0.579104         -20.9735          1.54467         -2.82951         0.528743
             -190              100               30         -3.12226        -0.567419         -19.7293          1.60165         -3.04231         0.698391
             -190              100               35         -3.24386        -0.516856           -18.45          1.69548         -3.10843         0.859327
             -190              100               40         -3.34755        -0.450167          -17.156          1.80458         -3.11371          1.01665
             -190              100               45         -3.37551         -0.34703         -15.8764          1.95506         -3.01551          1.16053
             -190              100               50         -3.37804        -0.231658         -14.6016          2.11944         -2.88259           1.2999
             -190              100               55         -3.29362       -0.0844839         -13.3659          2.33034         -2.69315          1.42244
             -190              100               60         -3.18618        0.0711148         -12.1405          2.55357         -2.48875          1.54052
             -190              100               65         -2.99437         0.252055         -10.9604          2.82726         -2.26816          1.63972
             -190              100               70         -2.78559         0.438095         -9.78947          3.11111         -2.04431          1.73511
             -190              100               75         -2.50299         0.641831         -8.65626          3.44859         -1.83554            1.811
             -190              100               80         -2.20978          0.84811         -7.52847          3.79377         -1.62894          1.88409
             -190              100               85          -1.8578          1.06403          -6.4205          4.19592         -1.46039          1.93904
             -190              100               90         -1.50045          1.28084         -5.31434          4.60329         -1.29533          1.99233
             -190              100               95         -1.10196          1.49919         -4.20279          5.06914        -0.920801          1.52429
             -190              100              100        -0.701669          1.71761         -3.09099          5.53754        -0.537114          1.03346
             -190              100              105        -0.359658          1.85797          -2.0852          6.08336        -0.192112         0.541833
             -190              100              110       0.00479228          1.93234        -0.985581            6.453        -0.117996         0.550286
             -190              100              115         0.379077          1.93723         0.176514           6.6316       -0.0494488         0.545454
             -190              100              120         0.750074          1.87187          1.36544           6.6107        0.0114509         0.530147
             -190              100              125           1.1047          1.73778          2.54593          6.38505        0.0634702         0.507381
             -190              100              130          1.43045          1.53888          3.68445          5.95493         0.106219         0.480281
             -190              100              135          1.71574          1.28147          4.74606          5.32862         0.140022         0.451852
             -190              100              140          1.95025         0.973918          5.69357           4.5194         0.165835         0.424696
             -190              100              145          2.12539         0.626237          6.49288          3.54548         0.185235         0.400863
             -190              100              150          2.23461         0.249974          7.11595          2.43273         0.200229         0.381834
             -190              100              155          2.27361        -0.142104          7.53924          1.21356         0.213048         0.368426
             -190              100              160          2.24047         -0.53674          7.74352       -0.0779127         0.225999          0.36068
             -190              100              165          2.13578         -0.92079          7.71628         -1.40562          0.24136         0.357899
             -190              100              170          1.96252         -1.28132          7.45157         -2.72841         0.261149         0.358801
             -190              100              175          1.72597         -1.60594           6.9493         -4.00291         0.286865          0.36153
             -190              100              180          1.43366         -1.88353          6.21779         -5.18774         0.319418         0.363706
             -190              100              185          1.09511         -2.10469          5.27538         -6.24317         0.359129         0.362656
             -190              100              190         0.721422         -2.26195          4.14774          -7.1315         0.405649         0.355634
             -190              100              195         0.324773         -2.34986            2.865         -7.81961         0.457858         0.340017
             -190              100              200       -0.0818511         -2.36537          1.46234         -8.28041         0.513905         0.313451
             -190              100              205        -0.485049         -2.30794       -0.0184697          -8.4929         0.571365         0.274008
             -190              100              210         -0.87153         -2.17951         -1.53041         -8.44246         0.627355         0.220377
             -190              100              215         -1.22863         -1.98436         -3.02429         -8.12304         0.678586         0.151958
             -190              100              220         -1.54469         -1.72915         -4.45097         -7.53953         0.721507        0.0689145
             -190              100              225         -1.80949         -1.42263         -5.76248         -6.70576         0.752586       -0.0277411
             -190              100              230         -2.01462         -1.07516         -6.91394         -5.64151         0.768535        -0.136045
             -190              100              235         -2.15382        -0.698326         -7.86455         -4.37522         0.766462        -0.253176
             -190              100              240         -2.22306        -0.304843         -8.57722         -2.94521          0.74402        -0.375659
             -190              100              245         -2.22063         0.092041         -9.02108         -1.39551         0.699585        -0.499463
             -190              100              250         -2.14731         0.479144         -9.17604          0.22566         0.632365        -0.620114
             -190              100              255         -2.00642         0.843715         -9.03314           1.8647         0.542467        -0.732873
             -190              100              260         -1.80361          1.17387         -8.59166          3.46638          0.43098        -0.832899
             -190              100              265         -1.54656          1.45908         -7.85951           4.9775         0.300038        -0.915468
             -190              100              270         -1.24469           1.6906         -6.85521          6.34631         0.152751        -0.976282
             -190              100              275        -0.908846          1.86145         -5.60784          7.52287      -0.00687314         -1.01173
             -190              100              280         -0.55092          1.96669         -4.15561          8.46179        -0.174079         -1.01905
             -190              100              285         -0.18347          2.00388         -2.54496          9.12701        -0.343617        -0.996317
             -190              100              290          0.18076          1.97323        -0.829647          9.49345        -0.509921        -0.942556
             -190              100              295         0.529139          1.87646         0.933362          9.53934         -0.66701        -0.857629
             -190              100              300          0.84998          1.71897          2.68385          9.25979        -0.809029        -0.743483
             -190              100              305           1.1329          1.50747          4.36226          8.66092        -0.930386        -0.602773
             -190              100              310          1.36896           1.2506          5.90721            7.759          -1.0262        -0.439232
             -190              100              315          1.55065         0.958302          7.25977          6.57835         -1.09219        -0.257575
             -190              100              320          1.67336         0.641836          8.37255          5.15945         -1.12529       -0.0636132
             -190              100              325          1.73437         0.312947          9.20459          3.55037         -1.12327         0.136384
             -190              100              330          1.73314        -0.016353          9.72325          1.80525         -1.08528         0.335809
             -190              100              335          1.67139        -0.334485          9.90655       -0.0179221         -1.01177         0.527815
             -190              100              340          1.55305        -0.630679          9.74453         -1.85691        -0.904387          0.70556
             -190              100              345          1.38396        -0.895037          9.23852         -3.64396        -0.766058         0.862647
             -190              100              350          1.17158         -1.11886          8.40207         -5.31414        -0.600963         0.993353
             -190              100              355         0.924737         -1.29529          7.26309         -6.80889        -0.414317          1.09271
             -190              100              360          0.65343         -1.41949          5.86111         -8.07308        -0.212131          1.15672
             -190              100              365         0.368254         -1.48858          4.24282         -9.05916      -0.00115104           1.1826
             -190              100              370        0.0798588          -1.5018          2.46246         -9.72976         0.211321          1.16893
             -190              100              375        -0.201267         -1.46043         0.582957          -10.058         0.417858          1.11572
             -190              100              380        -0.465077         -1.36765         -1.32735         -10.0277         0.611267          1.02445
             -190              100              385        -0.702399         -1.22836         -3.19934         -9.63565         0.784739         0.898043
             -190              100              390        -0.905381         -1.04913         -4.96532         -8.89541         0.932001         0.740602
             -190              100              395         -1.06776        -0.838055         -6.56033         -7.83303          1.04763         0.557259
             -190              100              400         -1.18492        -0.603995         -7.92532         -6.48236          1.12732         0.354235
             -190              100              405         -1.25404        -0.356221         -9.01002         -4.88935          1.16802         0.138743
             -190              100              410         -1.27422        -0.104314         -9.77257         -3.11098          1.16801       -0.0814936
             -190              100              415         -1.24632         0.142155          -10.181         -1.21216          1.12718        -0.298684
             -190              100              420         -1.17298         0.374119         -10.2178          0.73834          1.04691        -0.505139
             -190              100              425         -1.05852         0.583466         -9.88159          2.66994          0.92997        -0.693433
             -190              100              430        -0.908741         0.763151         -9.18324          4.51045         0.780399        -0.856774
