           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
             -195              100               15         -7.87985         -36.1802          49.6593          12.0545          4.97791           8.5432
             -195              100               20         -7.75965         -34.3959          48.7241           10.644          5.97943          11.8123
             -195              100               25         -7.62966         -32.2771          47.4198          8.72127          7.03012           14.418
             -195              100               30         -7.49474         -29.9898          45.9295          6.54045          8.10558          16.6894
             -195              100               35         -7.32918         -27.5972          44.0421          4.12332          9.22101          18.2898
             -195              100               40         -7.15091          -25.161            41.99          1.60817           10.353          19.6118
             -195              100               45         -6.93074         -22.7732           39.533        -0.927944          11.5038          20.3633
             -195              100               50         -6.69651         -20.4015          36.9403          -3.4711          12.6609          20.9233
             -195              100               55         -6.42018         -18.1585          33.9572         -5.89071          13.8101          21.0423
             -195              100               60         -6.13268         -15.9496          30.8709         -8.27759          14.9572          21.0445
             -195              100               65         -5.81139         -13.8977          27.4301         -10.4522          16.0677          20.7216
             -195              100               70          -5.4833         -11.8775          23.9181          -12.584          17.1708          20.3334
             -195              100               75         -5.13374         -10.0105          20.1069         -14.4523          18.2084          19.7091
             -195              100               80          -4.7811          -8.1655          16.2528         -16.2827          19.2366          19.0509
             -195              100               85         -4.41905         -6.45138          12.1726         -17.8226          20.1725          18.2198
             -195              100               90         -4.05614         -4.74923          8.07169         -19.3359          21.1001          17.3728
             -195              100               95         -3.69319         -3.14571           3.8329          -20.549          16.3459          12.6188
             -195              100              100         -3.33024         -1.54649        -0.411918         -21.7491          11.3435          7.69404
             -195              100              105         -3.44323        -0.939797         -4.70878         -21.2969          6.31725          2.75144
             -195              100              110         -3.45011        -0.333646         -8.83437         -19.9938           6.7298          1.55274
             -195              100              115         -3.35415         0.253317         -12.6227         -17.8892          6.90642         0.302004
             -195              100              120         -3.16182          0.80353         -15.9211          -15.065          6.84373        -0.954752
             -195              100              125         -2.88249          1.30106         -18.5965         -11.6322          6.54699         -2.17213
             -195              100              130         -2.52816          1.73208          -20.541         -7.72648          6.02982         -3.30695
             -195              100              135         -2.11302          2.08534         -21.6755         -3.50264          5.31352         -4.31984
             -195              100              140         -1.65293           2.3525         -21.9537         0.871698          4.42614         -5.17655
             -195              100              145         -1.16483          2.52836         -21.3632          5.22279          3.40134         -5.84908
             -195              100              150        -0.666104          2.61104         -19.9266          9.37778          2.27703         -6.31657
             -195              100              155        -0.173988          2.60199         -17.6999          13.1716          1.09394         -6.56588
             -195              100              160         0.295131           2.5058         -14.7707          16.4535        -0.105926         -6.59187
             -195              100              165         0.726272          2.33001         -11.2545          19.0933         -1.28082         -6.39742
             -195              100              170          1.10641          2.08474         -7.28996          20.9861         -2.39072          -5.9931
             -195              100              175          1.42489          1.78219         -3.03344          22.0569         -3.39867          -5.3966
             -195              100              180          1.67379          1.43613          1.34728          22.2631         -4.27205         -4.63199
             -195              100              185           1.8481           1.0613          5.67967          21.5965         -4.98356         -3.72869
             -195              100              190          1.94584         0.672778          9.79324          20.0832          -5.5121         -2.72033
             -195              100              195          1.96796         0.285409          13.5263          17.7827         -5.84331         -1.64348
             -195              100              200           1.9182       -0.0868047          16.7323          14.7855         -5.96994        -0.536303
             -195              100              205          1.80283        -0.431194          19.2856          11.2096         -5.89191         0.562747
             -195              100              210          1.63023         -0.73687          21.0865          7.19537         -5.61619           1.6163
             -195              100              215          1.41044        -0.995064          22.0647          2.90046          -5.1564          2.58929
             -195              100              220          1.15473         -1.19936          22.1825         -1.50669         -4.53219          3.45016
             -195              100              225         0.874999          -1.3458          21.4359         -5.85338         -3.76846          4.17179
             -195              100              230         0.583309         -1.43293          19.8548         -9.96946         -2.89441          4.73242
             -195              100              235         0.291371         -1.46165          17.5019          -13.694         -1.94247          5.11623
             -195              100              240        0.0100918         -1.43508          14.4698         -16.8816        -0.947105          5.31381
             -195              100              245        -0.250801         -1.35822          10.8778         -19.4079        0.0563761          5.32233
             -195              100              250        -0.483074         -1.23769          6.86714         -21.1749          1.03305          5.14556
             -195              100              255        -0.680218         -1.08128          2.59498         -22.1141          1.94957           4.7936
             -195              100              260        -0.837578        -0.897605         -1.77126         -22.1898          2.77528          4.28248
             -195              100              265        -0.952398        -0.695638         -6.06067            -21.4          3.48324          3.63342
             -195              100              270         -1.02379        -0.484359         -10.1056         -19.7767          4.05111          2.87211
             -195              100              275         -1.05262        -0.272378          -13.748         -17.3846          4.46184          2.02771
             -195              100              280         -1.04133       -0.0676157         -16.8461         -14.3184          4.70418          1.13178
             -195              100              285        -0.993692         0.122953         -19.2792         -10.6994          4.77302         0.217144
             -195              100              290        -0.914544         0.293504         -20.9532         -6.67016          4.66946        -0.683259
             -195              100              295        -0.809189         0.439179          -21.793         -2.38637          4.39873         -1.53657
             -195              100              300        -0.684214         0.557012         -21.7765          1.97596          3.97608         -2.31333
             -195              100              305        -0.545934         0.645211         -20.9067          6.24487          3.41994         -2.98717
             -195              100              310        -0.400574          0.70327         -19.2203          10.2524          2.75322         -3.53586
             -195              100              315        -0.254082         0.731717         -16.7829          13.8371           2.0021         -3.94118
             -195              100              320        -0.111802         0.732479         -13.6978          16.8616          1.19641         -4.19224
             -195              100              325        0.0216268         0.708155         -10.0893          19.2086         0.366748         -4.28314
             -195              100              330         0.142366         0.662007         -6.10164          20.7879        -0.455942         -4.21398
             -195              100              335         0.247446         0.597764         -1.89396          21.5399         -1.24151         -3.99071
             -195              100              340         0.334787         0.519416          2.36643          21.4382         -1.96172         -3.62488
             -195              100              345         0.403175         0.431036          6.51064            20.49         -2.59123         -3.13311
             -195              100              350          0.45221         0.336602          10.3749          18.7364         -3.10854         -2.53638
             -195              100              355         0.482218         0.239867          13.8072          16.2505         -3.49668         -1.85926
             -195              100              360         0.494153          0.14424           16.673          13.1341         -3.74385         -1.12886
             -195              100              365         0.489481         0.052699          18.8609          9.51416         -3.84374        -0.373825
             -195              100              370         0.470051       -0.0322649          20.2869          5.53698          -3.7957         0.376789
             -195              100              375         0.437984         -0.10867          20.8978          1.36285         -3.60471          1.09462
             -195              100              380         0.395555         -0.17505          20.6731         -2.84064         -3.28108          1.75307
             -195              100              385         0.345092        -0.230432           19.626         -6.90531         -2.84001          2.32827
             -195              100              390         0.288879        -0.274295          17.8025         -10.6692         -2.30089              2.8
             -195              100              395         0.229094        -0.306528          15.2795         -13.9829         -1.68654          3.15238
             -195              100              400         0.167749        -0.327366          12.1618         -16.7159         -1.02225          3.37442
             -195              100              405         0.106652        -0.337332          8.57771         -18.7614        -0.334766          3.46038
             -195              100              410        0.0473867        -0.337172          4.67383         -20.0408         0.348755          3.40991
             -195              100              415      -0.00870096        -0.327797         0.608915         -20.5067          1.00183          3.22796
             -195              100              420       -0.0604905        -0.310235         -3.45244         -20.1448          1.59965          2.92452
             -195              100              425        -0.107084        -0.285584         -7.34652         -18.9743          2.12007          2.51417
             -195              100              430        -0.147788        -0.254977         -10.9171          -17.047          2.54437          2.01537
             -195              100              435        -0.182088        -0.219558         -14.0219         -14.4452          2.85801          1.44972
             -195              100              440        -0.209633        -0.180453         -16.5381         -11.2782          3.05107         0.841033
             -195              100              445        -0.230217         -0.13877         -18.3673          -7.6776           3.1186         0.214362
             -195              100              450        -0.243759       -0.0955841         -19.4397         -3.79209          3.06075        -0.405031
             -195              100              455        -0.250298        -0.051932         -19.7164         0.218833          2.88263        -0.992676
             -195              100              460        -0.249977      -0.00881416         -19.1914          4.19134          2.59406         -1.52586
             -195              100              465        -0.243045        0.0328084          -17.891          7.96403          2.20908          -1.9845
             -195              100              470        -0.229856        0.0720218         -15.8733          11.3845          1.74529         -2.35192
             -195              100              475        -0.210865         0.107963         -13.2252          14.3155          1.22314         -2.61547
             -195              100              480        -0.186637          0.13983         -10.0589          16.6407         0.664964         -2.76692
             -195              100              485        -0.157841           0.1669         -6.50717           18.269        0.0941389         -2.80274
             -195              100              490        -0.125254         0.188536         -2.71787          19.1384        -0.465956         -2.72418
             -195              100              495       -0.0897523         0.204215          1.15234          19.2185        -0.992857         -2.53708
             -195              100              500       -0.0523011         0.213542          4.94437          18.5113         -1.46591         -2.25158
             -190              100                0         -6.89094         -39.7938          52.6232          20.4259          2.24274         -3.23336
             -190              100                5         -6.76687         -39.2537          52.3653          20.5995          3.14374          1.54079
             -190              100               10         -6.66635         -38.2152          51.9316          20.0854          4.06497          6.10493
             -190              100               15         -6.58786         -36.5743          51.1909          18.6825          5.03637          10.0884
             -190              100               20         -6.52269         -34.5689          50.2646          16.7418          6.03812          13.7206
             -190              100               25          -6.4522         -32.2491          48.9668          14.2402          7.10326          16.5423
             -190              100               30         -6.37901         -29.7707          47.4817          11.4559          8.20033          18.9556
             -190              100               35         -6.27657         -27.2416          45.5893          8.45959          9.34799          20.5903
             -190              100               40         -6.16199         -24.6914          43.5279          5.37526          10.5166          21.9022
             -190              100               45         -6.00573         -22.2463          41.0475          2.32652          11.7093          22.5855
             -190              100               50         -5.83548         -19.8364          38.4265         -0.71029          12.9101          23.0579
             -190              100               55         -5.62251          -17.599          35.4006         -3.56061          14.1037          23.0688
             -190              100               60         -5.39824         -15.4073          32.2675         -6.36154          15.2955          22.9575
             -190              100               65         -5.13836         -13.4012          28.7672         -8.89277          16.4489          22.5237
             -190              100               70         -4.87132         -11.4324          25.1929         -11.3697          17.5947           22.025
             -190              100               75         -4.57978         -9.63308          21.3101         -13.5354          18.6732          21.3054
             -190              100               80         -4.28473         -7.85807          17.3829         -15.6564           19.742          20.5542
             -190              100               85         -3.97672         -6.22201           13.224         -17.4498          20.7184          19.6516
             -190              100               90         -3.66753         -4.59866          9.04387         -19.2132          21.6863          18.7353
             -190              100               95         -3.35542         -3.07734          4.72441         -20.6499          16.8102          13.6244
             -190              100              100         -3.04319         -1.56047         0.398854         -22.0724          11.6786          8.33026
             -190              100              105         -3.16397        -0.999775         -3.99633         -21.7565          6.52656          3.03644
             -190              100              110         -3.18716        -0.437697         -8.24115         -20.5665          6.97457          1.79804
             -190              100              115         -3.11543         0.108694         -12.1648          -18.549          7.17979         0.502623
             -190              100              120          -2.9544         0.623291         -15.6092         -15.7836          7.13812        -0.802578
             -190              100              125         -2.71236          1.09144          -18.436         -12.3803          6.85431         -2.07085
             -190              100              130         -2.39999          1.50037         -20.5314         -8.47485          6.34165         -3.25762
             -190              100              135         -2.02998          1.83962         -21.8112         -4.22294          5.62135         -4.32208
             -190              100              140         -1.61656          2.10131         -22.2237         0.205765          4.72162         -5.22851
             -190              100              145         -1.17498          2.28041         -21.7522          4.63462          3.67654         -5.94747
             -190              100              150         -0.72094          2.37486         -20.4152          8.88708          2.52472         -6.45677
             -190              100              155        -0.270029          2.38553         -18.2658          12.7938          1.30781         -6.74205
             -190              100              160         0.162838          2.31618         -15.3895          16.1992        0.0689631         -6.79715
             -190              100              165         0.563964          2.17322         -11.9004          18.9682         -1.14873         -6.62413
             -190              100              170         0.921325          1.96535         -7.93714          20.9907         -2.30375         -6.23303
             -190              100              175          1.22498          1.70325         -3.65687          22.1867         -3.35761         -5.64133
             -190              100              180          1.46736          1.39901         0.770905          22.5091          -4.2761         -4.87317
             -190              100              185          1.64348          1.06569          5.17101          21.9454         -5.03039         -3.95835
             -190              100              190            1.751         0.716735          9.36965          20.5183         -5.59798         -2.93116
             -190              100              195          1.79023         0.365469          13.2013          18.2846         -5.96324         -1.82912
             -190              100              200          1.76396        0.0245663          16.5151          15.3328          -6.1179        -0.691554
             -190              100              205          1.67725        -0.294397          19.1809          11.7799         -6.06112         0.441767
             -190              100              210          1.53711        -0.581337          21.0946          7.76638         -5.79939          1.53203
             -190              100              215          1.35212        -0.827983          22.1815          3.45051         -5.34615          2.54271
             -190              100              220          1.13199         -1.02808          22.3998        -0.997561         -4.72118          3.44076
             -190              100              225         0.887128         -1.17755          21.7421         -5.40283         -3.94979          4.19772
             -190              100              230         0.628186         -1.27447          20.2354         -9.59223         -3.06183          4.79056
             -190              100              235          0.36561         -1.31903          17.9399         -13.4014         -2.09061          5.20241
             -190              100              240         0.109249         -1.31341           14.947         -16.6814         -1.07166          5.42303
             -190              100              245        -0.131996          -1.2615          11.3753          -19.304       -0.0414656          5.44898
             -190              100              250        -0.350454         -1.16869          7.36582         -21.1673         0.963829          5.28372
             -190              100              255        -0.539901         -1.04147          3.07672         -22.1994          1.90963          4.93728
             -190              100              260        -0.695694        -0.887176         -1.32317         -22.3612          2.76411          4.42585
             -190              100              265        -0.814828        -0.713547         -5.66096         -21.6478          3.49922          3.77109
             -190              100              270        -0.895935        -0.528445         -9.76648          -20.089          4.09167          2.99926
             -190              100              275        -0.939194         -0.33951          -13.479         -17.7477          4.52362          2.14029
             -190              100              280        -0.946189        -0.153878         -16.6536         -14.7173          4.78323          1.22661
             -190              100              285        -0.919735        0.0220543         -19.1667         -11.1186          4.86501         0.292003
             -190              100              290        -0.863646         0.182815         -20.9209         -7.09437          4.76989        -0.629653
             -190              100              295        -0.782177         0.323742         -21.8386         -2.80058          4.50306         -1.50454
             -190              100              300        -0.680859         0.441724         -21.8947          1.58537          4.08004         -2.30231
             -190              100              305        -0.565055         0.534674         -21.0901          5.89002          3.51963          -2.9958
             -190              100              310        -0.440142         0.601625         -19.4598          9.94351          2.84524         -3.56213
             -190              100              315        -0.311337         0.642511         -17.0677          13.5822          2.08366         -3.98254
             -190              100              320        -0.183451          0.65852         -14.0164          16.6665           1.2654         -4.24577
             -190              100              325       -0.0607479         0.651465         -10.4296          19.0768         0.421749         -4.34575
             -190              100              330        0.0531408         0.623794         -6.45167          20.7206        -0.415665         -4.28248
             -190              100              335         0.155279          0.57842           -2.242          21.5361         -1.21604         -4.06201
             -190              100              340         0.243457         0.518558          2.03133           21.495         -1.95055         -3.69609
             -190              100              345         0.316187         0.447569          6.19837          20.6027         -2.59334         -3.20162
             -190              100              350         0.372675         0.368817          10.0941          18.8989         -3.12251         -2.59999
             -190              100              355         0.412754         0.285548           13.565          16.4555         -3.52078         -1.91617
             -190              100              360         0.436814         0.200784           16.475          13.3735         -3.77614         -1.17774
             -190              100              365          0.44571          0.11725          18.7111          9.77901         -3.88219        -0.413804
             -190              100              370          0.44067        0.0373134          20.1877          5.81832         -3.83828          0.34614
             -190              100              375         0.423204       -0.0370411          20.8498          1.65164         -3.64947          1.07332
             -190              100              380         0.395006        -0.104232          20.6757         -2.55318         -3.32625          1.74079
             -190              100              385         0.357883        -0.163063          19.6769         -6.62752         -2.88399          2.32438
             -190              100              390         0.313667        -0.212704          17.8983         -10.4087         -2.34237          2.80364
             -190              100              395         0.264167        -0.252667          15.4158         -13.7466         -1.72446          3.16252
             -190              100              400         0.211117        -0.282762          12.3332         -16.5096         -1.05583          3.38995
             -190              100              405         0.156146        -0.303059          8.77815           -18.59        -0.363505          3.48015
             -190              100              410         0.100753        -0.313841          4.89664         -19.9081         0.325127          3.43279
             -190              100              415        0.0462901        -0.315567         0.847086         -20.4153         0.983357          3.25288
             -190              100              420      -0.00603388        -0.308838         -3.20607          -20.096          1.58621          2.95052
             -190              100              425       -0.0551552        -0.294367         -7.09913         -18.9684          2.11136          2.54039
             -190              100              430        -0.100152        -0.272951         -10.6757         -17.0832          2.54003           2.0411
