           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
              -75              100              465         0.372149        -0.411557          12.5106         -2.03917         -1.33011         0.811897
              -75              100              470         0.213534        -0.500774          11.2133         -5.86038        -0.996258          1.17467
              -75              100              475        0.0376905        -0.531363          8.66604         -9.00921        -0.561928          1.40127
              -75              100              480        -0.134779          -0.5088          5.27934         -11.2363       -0.0840133          1.48659
              -75              100              485         -0.28754        -0.434342          1.34124         -12.2754         0.393557          1.41719
              -75              100              490        -0.404128         -0.31784          -2.7113         -12.0018          0.81888           1.2021
              -75              100              495        -0.477685        -0.174626         -6.49556         -10.5458          1.15888         0.874237
              -75              100              500        -0.495081        -0.018128         -9.52625         -7.90435          1.36379         0.456666
              -70              100                0         -14.3874         -27.7917          43.1342         -2.23829          3.19193          -3.5128
              -70              100                5         -14.0583         -27.5896          42.9037         -1.32211          3.85833         -1.23418
              -70              100               10          -13.699         -27.1867          42.5167        -0.617361           4.5308          1.01513
              -70              100               15          -13.292         -26.4882          41.8671         -0.24304          5.22497          3.14649
              -70              100               20          -12.856         -25.6108          41.0587       -0.0686183          5.93227          5.20649
              -70              100               25         -12.3688         -24.4804          39.9473        -0.203346          6.67498          7.04843
              -70              100               30         -11.8559         -23.2225          38.6834        -0.493851          7.43553          8.78048
              -70              100               35         -11.2922         -21.7887          37.0928         -1.02714          8.23176           10.235
              -70              100               40         -10.7074         -20.2819          35.3666         -1.66114          9.04279          11.5743
              -70              100               45         -10.0747         -18.6738             33.3         -2.46034          9.87638          12.6158
              -70              100               50         -9.42585         -17.0317          31.1192         -3.31498          10.7175          13.5574
              -70              100               55         -8.73383         -15.3472          28.5995         -4.25843           11.558          14.2086
              -70              100               60         -8.03037         -13.6514          25.9901          -5.2254          12.3983          14.7829
              -70              100               65         -7.29036         -11.9526          23.0622         -6.21266          13.2092          15.0892
              -70              100               70         -6.54299         -10.2531          20.0703           -7.204          14.0141          15.3415
              -70              100               75         -5.76726         -8.57233          16.7993         -8.15761          14.7595          15.3521
              -70              100               80         -4.98744         -6.89422          13.4881         -9.10579          15.4963          15.3279
              -70              100               85         -4.18882         -5.24276          9.95431         -9.96824          16.1452          15.0853
              -70              100               90         -3.38848         -3.59373          6.40015         -10.8228          16.7861          14.8227
              -70              100               95         -2.58019         -1.97011          2.69439         -11.5519          11.3318          9.70109
              -70              100              100         -1.77154        -0.347592         -1.01801         -12.2754          5.61101          4.36708
              -70              100              105           -1.775         0.207438         -4.93778         -11.3138          2.13421         0.748576
              -70              100              110         -1.61811         0.732609         -8.38578         -9.22011          2.27535        0.0347619
              -70              100              115         -1.31063          1.18194         -11.0111         -6.13821          2.18487        -0.689883
              -70              100              120        -0.879122          1.50535         -12.4511         -2.35742          1.85837         -1.34376
              -70              100              125        -0.376168          1.68777          -12.665          1.68885          1.34846         -1.87007
              -70              100              130         0.155339          1.70308         -11.5191          5.60435         0.690959         -2.20431
              -70              100              135         0.660553          1.55644         -9.15497          8.95197       -0.0404035         -2.31284
              -70              100              140          1.09852          1.27275         -5.85481          11.4484        -0.775073         -2.19792
              -70              100              145          1.41732         0.867501         -1.86993          12.6975         -1.43242         -1.84356
              -70              100              150          1.59956         0.393375          2.31717          12.6701         -1.95126         -1.30725
              -70              100              155          1.63279        -0.108176          6.32088          11.3608          -2.2846        -0.636498
              -70              100              160          1.50222        -0.585774          9.65281          8.78384         -2.37535         0.106865
              -70              100              165          1.24121        -0.998972           12.046          5.33066         -2.24062         0.842716
              -70              100              170         0.868494         -1.30821          13.2008          1.28237         -1.87888          1.50047
              -70              100              175         0.423262         -1.48221          12.9548         -2.91759         -1.32457          2.00674
              -70              100              180       -0.0488176         -1.51923          11.4307         -6.85718        -0.642872          2.32632
              -70              100              185        -0.503215         -1.40556           8.6531         -10.0837         0.108793          2.40664
              -70              100              190        -0.896213         -1.16484          4.98739          -12.282         0.848417          2.25237
              -70              100              195         -1.19924        -0.824799         0.796003         -13.2886          1.51242          1.88585
              -70              100              200         -1.37543        -0.413466         -3.51028         -12.8665          2.02466          1.32364
              -70              100              205         -1.41621        0.0241909         -7.47138         -11.1118          2.33787         0.631944
              -70              100              210         -1.31524         0.444328         -10.6311         -8.15252           2.4096         -0.11925
              -70              100              215         -1.10107         0.811242         -12.7629         -4.40671           2.2609        -0.855242
              -70              100              220        -0.785856          1.08734         -13.5488        -0.169919          1.88488         -1.50444
              -70              100              225        -0.406947          1.24996         -12.9342          4.08319          1.32782           -2.002
              -70              100              230      -0.00130575          1.29265         -11.0264          7.95576          0.64695         -2.31042
              -70              100              235         0.389494          1.20209         -7.90091          10.9559       -0.0954757         -2.37608
              -70              100              240         0.732835          1.00634         -4.00875          12.9011        -0.823381         -2.22453
              -70              100              245          0.99012         0.715055         0.334756          13.4432         -1.46099          -1.8447
              -70              100              250          1.14551         0.367415          4.63522          12.6328         -1.95179         -1.29423
              -70              100              255          1.18638      -0.00492646          8.48002          10.5227            -2.25        -0.621704
              -70              100              260          1.10686        -0.362895          11.4082          7.28356         -2.31556         0.105521
              -70              100              265         0.929457        -0.677431          13.2409          3.32848         -2.16815         0.817494
              -70              100              270         0.661133          -0.9094          13.5924         -1.00528         -1.79249          1.43453
              -70              100              275         0.341959         -1.04969          12.6128          -5.2267          -1.2563          1.90975
              -70              100              280     -0.000626772         -1.08168          10.3007         -8.91183        -0.600074           2.1897
              -70              100              285        -0.329973         -1.00594          6.91721         -11.6533         0.104958            2.248
              -70              100              290        -0.618781        -0.838975          2.83964         -13.2559         0.793317          2.09546
              -70              100              295        -0.831504         -0.59018         -1.55063         -13.3781          1.38628          1.72344
              -70              100              300        -0.960729        -0.295992         -5.77949         -12.2057          1.84211          1.19873
              -70              100              305        -0.987239        0.0183838         -9.38808         -9.71084          2.10149         0.557738
              -70              100              310        -0.917569         0.319333         -12.0238         -6.23623          2.15156        -0.125663
              -70              100              315        -0.761742         0.580336         -13.4451         -2.11924          1.99219        -0.788828
              -70              100              320        -0.533512         0.771728         -13.3972          2.21702           1.6284         -1.35799
              -70              100              325         -0.26349          0.88616         -12.0493          6.33923          1.11848         -1.79356
              -70              100              330        0.0242193          0.90328          -9.3634          9.75646         0.498012         -2.03191
              -70              100              335         0.298772          0.83491         -5.76177          12.1899        -0.157792         -2.07315
              -70              100              340         0.534438         0.686066         -1.55241          13.3558          -0.7887         -1.90693
              -70              100              345         0.706805         0.473979          2.80238          13.1009         -1.32663         -1.55071
              -70              100              350         0.808001         0.224267            6.892           11.568         -1.73324         -1.05422
              -70              100              355         0.818043       -0.0396003          10.1924          8.73229         -1.94367        -0.453507
              -70              100              360         0.751837         -0.29017          12.4875            5.067         -1.96867         0.177188
              -70              100              365         0.610775        -0.502354           13.442         0.857663         -1.78981         0.779076
              -70              100              370         0.414927        -0.656726          13.0006         -3.41591         -1.43634          1.29054
              -70              100              375         0.185164        -0.743138          11.2511         -7.35163        -0.948285          1.66977
              -70              100              380       -0.0549242        -0.748026          8.26596         -10.4608        -0.369136          1.86376
              -70              100              385        -0.281516        -0.683483          4.48504         -12.5469         0.234948          1.87996
              -70              100              390        -0.469771        -0.549447         0.214313         -13.2506         0.803602          1.69653
              -70              100              395        -0.605143        -0.368008         -4.05143         -12.6181          1.28234          1.35278
              -70              100              400        -0.675627        -0.156555         -7.90105         -10.6833          1.62588         0.879773
              -70              100              405        -0.672984        0.0621705         -10.8802         -7.61318          1.79331         0.326476
              -70              100              410         -0.60704         0.267753         -12.7993         -3.80475          1.78951         -0.24848
              -70              100              415        -0.477617         0.435748          -13.267         0.417995          1.59056        -0.783657
              -70              100              420        -0.307774          0.55576         -12.4325          4.56844           1.2453         -1.23224
              -70              100              425        -0.112186         0.614452         -10.2758          8.22782         0.777648         -1.54555
              -70              100              430        0.0868675         0.608747         -7.05535          10.9998         0.241452         -1.69426
              -70              100              435         0.271007         0.544504         -3.13056          12.6771        -0.310283         -1.67671
              -70              100              440         0.418292         0.424433          1.12631          12.9298        -0.816787         -1.47765
              -70              100              445         0.520685         0.269171          5.25437          11.9256         -1.23666         -1.14304
              -70              100              450         0.563651        0.0918531           8.8024          9.62365          -1.5184        -0.693808
              -70              100              455         0.548865       -0.0868993          11.4278          6.36008         -1.64417        -0.186541
              -70              100              460         0.479664        -0.250375          12.8836          2.44952         -1.60521         0.330502
              -70              100              465         0.362242        -0.379643          12.9281          -1.6987         -1.39838         0.799931
              -70              100              470         0.214065        -0.467949          11.7138         -5.66752         -1.06358          1.18458
              -70              100              475        0.0482723        -0.501191          9.19317         -8.98313        -0.621185          1.43124
              -70              100              480        -0.115498        -0.484091          5.78102         -11.3767        -0.129854           1.5331
              -70              100              485        -0.261718        -0.417468          1.76532         -12.5659           0.3654           1.4751
              -70              100              490        -0.374641        -0.310286         -2.40859         -12.4094         0.810715          1.26519
              -70              100              495        -0.447444        -0.176878         -6.34341         -11.0299          1.17106         0.936458
              -70              100              500          -0.4674        -0.029676         -9.54056         -8.40961          1.39448         0.511381
              -65              100                0         -13.0869         -29.2325          46.2271          1.21008          3.37118         -3.58269
              -65              100                5         -12.7819          -28.997          45.9498          2.11282          4.07404         -1.02558
              -65              100               10         -12.4564         -28.5356          45.5088          2.76196          4.78355          1.49162
              -65              100               15         -12.0961         -27.7476          44.7931          3.02161          5.51615          3.85953
              -65              100               20         -11.7147         -26.7621          43.9112          3.04561          6.26271           6.1371
              -65              100               25         -11.2911         -25.5092          42.7124          2.71603          7.04623          8.14929
              -65              100               30         -10.8463         -24.1216          41.3539          2.20827          7.84838          10.0278
              -65              100               35         -10.3547         -22.5621          39.6536          1.43369          8.68716          11.5801
              -65              100               40         -9.84384         -20.9312          37.8116         0.548427          9.54113          12.9973
              -65              100               45         -9.28496         -19.2149          35.6139        -0.509029          10.4177          14.0766
              -65              100               50         -8.70998           -17.47          33.2969         -1.62428          11.3019          15.0426
              -65              100               55         -8.08947         -15.7036          30.6268           -2.824          12.1847          15.6907
              -65              100               60          -7.4569         -13.9315          27.8631         -4.04609          13.0672          16.2546
              -65              100               65          -6.7845         -12.1772          24.7684         -5.27815          13.9191          16.5346
              -65              100               70         -6.10409         -10.4264          21.6071         -6.51221          14.7648          16.7574
              -65              100               75         -5.39214         -8.71182          18.1561         -7.69626          15.5498          16.7319
              -65              100               80         -4.67566         -7.00241          14.6636         -8.87313           16.326          16.6707
              -65              100               85         -3.93787         -5.33236          10.9406          -9.9527          17.0133          16.3907
              -65              100               90         -3.19814         -3.66591          7.19644         -11.0234          17.6925          16.0907
              -65              100               95         -2.44896         -2.03224          3.29564         -11.9594          11.9466          10.5326
              -65              100              100         -1.69936             -0.4        -0.612008         -12.8895          5.91988          4.74459
              -65              100              105         -1.72113          0.13494         -4.74541         -12.0242          2.26387         0.831565
              -65              100              110         -1.58758         0.646042         -8.42409         -9.95742          2.42441        0.0733205
              -65              100              115          -1.3068          1.08876         -11.2764         -6.82825          2.33917        -0.699597
              -65              100              120        -0.902996          1.41416          -12.914         -2.92731          2.00247         -1.40073
              -65              100              125        -0.426185          1.60634         -13.2799           1.2933          1.46933         -1.96917
              -65              100              130        0.0831914          1.63901         -12.2216          5.42395         0.776787         -2.33608
              -65              100              135         0.572303          1.51562         -9.87301          9.00321       0.00237673         -2.46479
              -65              100              140          1.00126          1.25884          -6.5192          11.7258        -0.779209         -2.35663
              -65              100              145           1.3199         0.882006         -2.40949          13.1701         -1.48301          -1.9934
              -65              100              150          1.51008         0.435182          1.95379          13.2897         -2.04348         -1.43496
              -65              100              155          1.55868       -0.0424227          6.16887          12.0666         -2.41019         -0.73075
              -65              100              160          1.45013        -0.502139          9.72659          9.49955         -2.52183        0.0549508
              -65              100              165          1.21524        -0.904318          12.3362          5.98791         -2.39511          0.83717
              -65              100              170         0.870683         -1.21073          13.6766           1.8148         -2.02715          1.54145
              -65              100              175         0.452962          -1.3904          13.5649         -2.56327          -1.4529          2.08973
              -65              100              180       0.00564344         -1.44049          12.1154          -6.7133         -0.74043          2.44367
              -65              100              185        -0.429292         -1.34667          9.33945         -10.1635        0.0508206          2.54673
              -65              100              190        -0.809533         -1.13022          5.60689         -12.5743         0.834408          2.40222
              -65              100              195         -1.10717        -0.816882           1.2893         -13.7639          1.54299          2.03237
              -65              100              200         -1.28637        -0.432273         -3.19411         -13.4731          2.09619          1.45302
              -65              100              205         -1.33773       -0.0189053         -7.36245         -11.7868          2.44296         0.732789
              -65              100              210         -1.25419         0.381705         -10.7381         -8.82362          2.53728       -0.0556828
              -65              100              215         -1.06186         0.734882         -13.0727         -5.01053          2.39971        -0.833417
              -65              100              220        -0.771296          1.00457         -14.0273        -0.644104          2.02145         -1.52543
              -65              100              225        -0.417386           1.1684         -13.5305          3.78477          1.44964         -2.06263
              -65              100              230       -0.0350271          1.21932         -11.6809          7.86095         0.743462         -2.40444
              -65              100              235         0.336658          1.14359         -8.54199          11.0721       -0.0330503         -2.49322
              -65              100              240         0.666077         0.967077         -4.57541          13.2149        -0.799581         -2.35402
              -65              100              245         0.916444         0.698024       -0.0971409          13.9187         -1.47711         -1.97348
              -65              100              250          1.07171         0.373169          4.37914          13.2205         -2.00516         -1.41065
              -65              100              255          1.11924        0.0222061          8.42449          11.1622         -2.33474         -0.71528
              -65              100              260          1.05257           -0.318          11.5565          7.90641         -2.42242         0.043174
              -65              100              265         0.892269        -0.619298          13.5776          3.87525         -2.28717         0.791076
              -65              100              270         0.644067        -0.844562          14.0782        -0.594169         -1.91112          1.44561
              -65              100              275          0.34565        -0.984277          13.1991           -4.989         -1.36396          1.95616
              -65              100              280        0.0226985         -1.02197          10.9257         -8.87087        -0.686634          2.26598
              -65              100              285        -0.290138        -0.957465          7.51592         -11.8106        0.0471382          2.34584
              -65              100              290        -0.566737        -0.805752          3.35395         -13.5949         0.768836          2.20543
              -65              100              295        -0.773115        -0.574995         -1.17639         -13.8591          1.39662          1.83384
              -65              100              300        -0.901518        -0.299509         -5.57951         -12.7813          1.88535          1.29969
              -65              100              305        -0.933281      -0.00264694         -9.38229         -10.3186          2.17241         0.639391
              -65              100              310        -0.873814         0.283504         -12.2104         -6.81458          2.24263       -0.0704282
              -65              100              315        -0.732053         0.533647         -13.8042         -2.61038          2.09437        -0.764547
              -65              100              320         -0.52031         0.719506         -13.8884          1.86468          1.73103         -1.36613
              -65              100              325        -0.267465         0.833414         -12.6247          6.15822           1.2123         -1.83254
              -65              100              330       0.00411029         0.855618         -9.95953          9.76489         0.573645         -2.09677
              -65              100              335         0.265095         0.796632         -6.32022          12.3844        -0.106771         -2.15708
              -65              100              340         0.490986         0.660713         -2.01613          13.7149        -0.766651         -2.00124
              -65              100              345         0.658341         0.463657          2.48052          13.5848         -1.33483         -1.64574
              -65              100              350         0.759207         0.229453          6.74201          12.1294         -1.77024         -1.14127
              -65              100              355         0.774235       -0.0200459          10.2289          9.30772         -2.00469        -0.523589
              -65              100              360         0.716944        -0.258555          12.7046          5.60141         -2.04749         0.129924
              -65              100              365         0.588057        -0.462352          13.8152          1.29497         -1.87805         0.758766
              -65              100              370         0.406224        -0.612646          13.4898         -3.11885         -1.52515          1.29832
              -65              100              375         0.190957        -0.699412           11.807         -7.22328         -1.02932          1.70423
              -65              100              380       -0.0357869        -0.709268          8.82745          -10.513        -0.434295          1.92054
              -65              100              385        -0.251224        -0.653206          4.99849         -12.7729         0.191151          1.95328
              -65              100              390        -0.431899        -0.530655         0.624763         -13.6241         0.785035          1.77837
              -65              100              395        -0.563595        -0.362123         -3.78287         -13.1001          1.28992          1.43514
              -65              100              400        -0.634662        -0.163825         -7.80035         -11.2239          1.65816           0.9546
              -65              100              405        -0.636861        0.0429355         -10.9554         -8.15431           1.8462         0.386418
              -65              100              410        -0.578989         0.238659         -13.0416         -4.29441          1.85765        -0.208577
              -65              100              415        -0.460437         0.400304         -13.6472        0.0336752           1.6662        -0.767432
              -65              100              420        -0.302755         0.517564         -12.9119          4.32506          1.32123         -1.24049
              -65              100              425        -0.119483         0.577465         -10.8032          8.14964         0.846245         -1.57682
              -65              100              430        0.0684116         0.576695         -7.57544          11.0925         0.296184         -1.74472
              -65              100              435         0.243483         0.520408         -3.59236          12.9302        -0.274214         -1.74115
              -65              100              440         0.384924          0.41062         0.772838          13.3131        -0.802561         -1.54884
              -65              100              445          0.48478         0.266655           5.0417          12.4008         -1.24492         -1.21425
              -65              100              450         0.529123         0.100577          8.75181          10.1388         -1.54759        -0.757734
              -65              100              455         0.519041       -0.0681275          11.5418          6.86287         -1.69077        -0.237304
              -65              100              460         0.457364        -0.223665          13.1492          2.88941         -1.66424         0.297419
              -65              100              465         0.349565        -0.348113          13.3144         -1.36792          -1.4633         0.787295
              -65              100              470          0.21195        -0.434672          12.1823         -5.47648         -1.12823          1.19299
              -65              100              475        0.0566072         -0.46983          9.69098         -8.95124        -0.678677          1.45911
              -65              100              480       -0.0979127        -0.457627          6.25856         -11.5047         -0.17496          1.57719
              -65              100              485        -0.236913        -0.398478          2.17275         -12.8392         0.336919          1.53056
              -65              100              490        -0.345425        -0.300492         -2.11336         -12.7972          0.80123          1.32608
              -65              100              495         -0.41677        -0.176963          -6.1886         -11.4936          1.18104         0.996944
              -65              100              500        -0.438658       -0.0393509         -9.54179         -8.89626          1.42223         0.564976
              -60              100                0         -11.7384         -30.6315          49.0341          5.15419           3.5428         -3.64588
              -60              100                5         -11.4597         -30.3581          48.7147          6.03127          4.26903        -0.771906
              -60              100               10           -11.17         -29.8283           48.227          6.60386          5.00328          2.04816
              -60              100               15         -10.8584         -28.9367           47.456          6.71793          5.76401          4.67872
              -60              100               20         -10.5336         -27.8261          46.5137          6.55459          6.54076          7.19462
              -60              100               25         -10.1755         -26.4354          45.2425          5.98984          7.35879           9.3867
              -60              100               30         -9.80058         -24.9035          43.8056          5.22283          8.19763          11.4156
              -60              100               35         -9.38268         -23.2088          42.0127          4.16759           9.0765          13.0616
              -60              100               40         -8.94695         -21.4465          40.0722          2.99281          9.97196          14.5487
              -60              100               45         -8.46315          -19.621          37.7607          1.64464          10.8917          15.6541
              -60              100               50         -7.96323         -17.7742          35.3248         0.238259          11.8196          16.6314
              -60              100               55         -7.41553         -15.9321          32.5209         -1.24177          12.7462          17.2629
              -60              100               60         -6.85518         -14.0912          29.6195         -2.74131          13.6724          17.8029
              -60              100               65         -6.25199         -12.2924          26.3739         -4.23478          14.5671          18.0451
              -60              100               70         -5.64018          -10.502          23.0589         -5.72703          15.4554          18.2274
              -60              100               75         -4.99394          -8.7672          19.4435         -7.15257          16.2815          18.1577
              -60              100               80         -4.34275         -7.04042           15.785         -8.56851          17.0987          18.0518
              -60              100               85         -3.66803         -5.36668           11.888         -9.87263          17.8256          17.7302
              -60              100               90         -2.99115         -3.69779          7.96921         -11.1665          18.5442           17.389
              -60              100               95         -2.30344         -2.06933          3.88896          -12.315          12.5254           11.384
              -60              100              100         -1.61526        -0.442634        -0.198355         -13.4571            6.212          5.13151
              -60              100              105         -1.65294        0.0681379         -4.53122         -12.6922           2.3891         0.919208
              -60              100              110         -1.54161         0.560638         -8.42808         -10.6604          2.57039         0.117947
              -60              100              115         -1.28782          0.99211         -11.4977          -7.4953          2.49214         -0.70221
              -60              100              120        -0.913428          1.31524         -13.3273         -3.48803           2.1473         -1.45011
              -60              100              125        -0.465579          1.51361         -13.8439         0.892071          1.59313         -2.06075
              -60              100              130        0.0179151          1.56113         -12.8767          5.22325         0.867701         -2.46103
              -60              100              135         0.486635          1.45971         -10.5514          9.02127        0.0521737         -2.61124
              -60              100              140         0.902129          1.22979         -7.15525          11.9599        -0.774779         -2.51169
              -60              100              145          1.21643         0.882698         -2.93488          13.5933         -1.52407         -2.14186
              -60              100              150          1.41095         0.465604          1.58914          13.8583         -2.12583         -1.56379
              -60              100              155          1.47221        0.0152419          6.00014          12.7241         -2.52627        -0.828684
              -60              100              160          1.38414        -0.422692          9.76979          10.1744         -2.65991      -0.00304032
              -60              100              165          1.17499        -0.809751          12.5846          6.61522         -2.54293         0.823497
              -60              100              170         0.859424         -1.10935          14.1034            2.331         -2.17101           1.5728
              -60              100              175         0.471159         -1.29124          14.1232         -2.21013         -1.57948           2.1623
              -60              100              180        0.0513969         -1.35167          12.7501         -6.55556        -0.839062          2.55053
              -60              100              185        -0.360646         -1.27598          9.98224         -10.2159       -0.0109961          2.67709
              -60              100              190         -0.72444         -1.08318          6.19312         -12.8284         0.814072          2.54381
              -60              100              195         -1.01304        -0.796936          1.76242         -14.1937           1.5652          2.17271
              -60              100              200         -1.19199        -0.440496         -2.88334         -14.0313          2.15799          1.57875
              -60              100              205          -1.2513       -0.0536975         -7.24392         -12.4153          2.53771         0.832783
              -60              100              210         -1.18345         0.324489         -10.8218         -9.45459          2.65484       0.00983752
              -60              100              215         -1.01214         0.660746         -13.3479           -5.584          2.52933         -0.80702
              -60              100              220        -0.746375         0.920838         -14.4633         -1.10051          2.15046         -1.53966
              -60              100              225        -0.418537            1.083         -14.0806          3.49014          1.56607         -2.11494
              -60              100              230       -0.0612906          1.13976           -12.29          7.75585         0.837138         -2.48923
              -60              100              235         0.288853          1.07722          -9.1429          11.1654        0.0292536         -2.60106
              -60              100              240         0.601641           0.9191          -5.1107          13.4954        -0.773269         -2.47485
              -60              100              245          0.84235          0.67234        -0.509393          14.3543          -1.4884         -2.09499
              -60              100              250         0.994947         0.371109          4.12946          13.7657         -2.05187         -1.52173
              -60              100              255          1.04703        0.0430451          8.36181          11.7609         -2.41162        -0.805839
              -60              100              260          0.99173        -0.277349          11.6853          8.49441         -2.52097       -0.0186702
              -60              100              265         0.847725        -0.563095          13.8844          4.39631          -2.3981         0.762701
              -60              100              270         0.619641        -0.779292          14.5274        -0.196948         -2.02263          1.45256
              -60              100              275         0.342669        -0.916233          13.7454          -4.7523         -1.46598          1.99671
              -60              100              280        0.0406708        -0.957829          11.5117         -8.81808        -0.769511          2.33527
              -60              100              285        -0.253921        -0.903278          8.08056         -11.9447      -0.00916373          2.43625
              -60              100              290        -0.516319         -0.76614          3.84224         -13.9017         0.743654          2.30822
              -60              100              295        -0.714286        -0.553473        -0.817518         -14.3028          1.40422          1.93801
              -60              100              300        -0.839964        -0.297308         -5.38307         -13.3179          1.92417          1.39586
              -60              100              305         -0.87541       -0.0191264         -9.36813         -10.8899          2.23775         0.718111
              -60              100              310        -0.825049         0.250646         -12.3778         -7.36279          2.32752       -0.0160376
              -60              100              315        -0.696786         0.488137         -14.1356         -3.08075          2.19034           -0.739
              -60              100              320        -0.501556         0.666653         -14.3463           1.5216          1.82801         -1.37109
              -60              100              325        -0.266455         0.778342         -13.1647          5.97407          1.30154         -1.86678
              -60              100              330       -0.0120895         0.804255         -10.5217          9.75817         0.646146         -2.15588
              -60              100              335         0.233967         0.753683         -6.84966          12.5532       -0.0572122         -2.23479
              -60              100              340          0.44851          0.63023         -2.45871          14.0405         -0.74429         -2.08951
              -60              100              345         0.609255         0.448291          2.16971           14.031         -1.34104         -1.73549
              -60              100              350         0.708305         0.230109          6.59188          12.6524         -1.80381         -1.22425
              -60              100              355         0.727133      -0.00403024          10.2542           9.8484         -2.06124        -0.591236
              -60              100              360         0.677942        -0.229194          12.9005          6.10791         -2.12126        0.0832824
              -60              100              365         0.560845        -0.423158          14.1597          1.71409         -1.96121         0.737231
              -60              100              370         0.393098        -0.567907          13.9459         -2.82846         -1.60942          1.30318
              -60              100              375          0.19285        -0.653677           12.329         -7.08939          -1.1068          1.73439
              -60              100              380       -0.0196706        -0.667409          9.35831         -10.5479        -0.497276          1.97204
              -60              100              385        -0.222832        -0.619059          5.48767         -12.9713         0.147978          2.02084
              -60              100              390         -0.39465        -0.507672           1.0201         -13.9627         0.765522          1.85455
              -60              100              395        -0.521385        -0.352106         -3.51885         -13.5431          1.29516          1.51247
              -60              100              400        -0.591866        -0.167407         -7.69321         -11.7254          1.68699          1.02554
