#Parameters = {D=5; L=135.5; R_=5; eps=4; gap=20; sig=0.1; zg=600}
#"Frequency / GHz"	"S1,1 [Magnitude in dB]"
#------------------------------------------
0.00000000000000	0.00000000000000
0.0020000000949949	-3.3509697242553e-06
0.0040000001899898	-1.4440238626471e-05
0.0060000000521541	-3.2235098007734e-05
0.0080000003799796	-5.6740038530052e-05
0.0099999997764826	-8.8996662368255e-05
0.012000000104308	-0.00012642401494121
0.014000000432134	-0.00017110201944077
0.016000000759959	-0.00021941672496909
0.017999999225140	-0.00027241461154772
0.019999999552965	-0.00033010751174823
0.021999999880791	-0.00039043640384813
0.024000000208616	-0.00045341353477553
0.026000000536442	-0.00051853319180512
0.028000000864267	-0.00058528901995966
0.029999999329448	-0.00065110286642090
0.032000001519918	-0.00071650181602499
0.034000001847744	-0.00078097634791879
0.035999998450279	-0.00084246173419859
0.037999998778105	-0.00090148042829541
0.039999999105930	-0.00095648105392488
0.041999999433756	-0.0010069461071434
0.043999999761581	-0.0010533905271577
0.046000000089407	-0.0010937385411003
0.048000000417233	-0.0011279816805071
0.050000000745058	-0.0011555918228063
0.052000001072884	-0.0011770729024065
0.054000001400709	-0.0011913738748467
0.056000001728535	-0.0011984750738669
0.057999998331070	-0.0011983558919314
0.059999998658895	-0.0011909922294868
0.061999998986721	-0.0011768755826288
0.064000003039837	-0.0011559780253697
0.065999999642372	-0.0011282700149719
0.068000003695488	-0.0010942385042017
0.070000000298023	-0.0010548859506389
0.071999996900558	-0.0010096619326721
0.074000000953674	-0.00096060464859863
0.075999997556210	-0.00090767921389311
0.078000001609325	-0.00085137228968199
0.079999998211861	-0.00079216724996689
0.082000002264977	-0.00073210348239503
0.083999998867512	-0.00067063445553995
0.086000002920628	-0.00060928462269129
0.087999999523163	-0.00054802788058882
0.090000003576279	-0.00048890985835562
0.092000000178814	-0.00043191059460508
0.093999996781349	-0.00037701094109584
0.096000000834465	-0.00032730106768144
0.097999997437000	-0.00028173375809643
0.10000000149012	-0.00024133734413570
0.10199999809265	-0.00020610216260834
0.10400000214577	-0.00017809848021276
0.10599999874830	-0.00015629126436842
0.10800000280142	-0.00014068192090640
0.10999999940395	-0.00013386727875624
0.11200000345707	-0.00013378595701974
0.11400000005960	-0.00014096663146715
0.11599999666214	-0.00015542001409705
0.11800000071526	-0.00017819818548528
0.11999999731779	-0.00020724738366300
0.12200000137091	-0.00024465446085557
0.12399999797344	-0.00028681220599341
0.12600000202656	-0.00033632417443603
0.12800000607967	-0.00039113826021028
0.12999999523163	-0.00045126765854139
0.13199999928474	-0.00051568657856371
0.13400000333786	-0.00058285565462469
0.13600000739098	-0.00065433436064945
0.13799999654293	-0.00072753599249281
0.14000000059605	-0.00080142435007607
0.14200000464916	-0.00087651646201075
0.14399999380112	-0.00095072815680538
0.14599999785423	-0.0010240465145432
0.14800000190735	-0.0010959361272093
0.15000000596046	-0.0011637809898048
0.15199999511242	-0.0012285855538038
0.15399999916553	-0.0012892760648708
0.15600000321865	-0.0013452974810068
0.15800000727177	-0.0013950455533917
0.15999999642372	-0.0014395027266857
0.16200000047684	-0.0014770551668727
0.16400000452995	-0.0015076447608439
0.16599999368191	-0.0015317175989403
0.16799999773502	-0.0015476487998385
0.17000000178814	-0.0015569129272432
0.17200000584126	-0.0015583983959192
0.17399999499321	-0.0015520249658146
0.17599999904633	-0.0015392623481935
0.17800000309944	-0.0015195020485294
0.18000000715256	-0.0014931817359842
0.18199999630451	-0.0014612476860983
0.18400000035763	-0.0014231025885205
0.18600000441074	-0.0013807291638182
0.18799999356270	-0.0013335314212815
0.18999999761581	-0.0012840182305774
0.19200000166893	-0.0012310892099097
0.19400000572205	-0.0011767287117288
0.19599999487400	-0.0011213937849150
0.19799999892712	-0.0010665865569310
0.20000000298023	-0.0010122371332799
0.20200000703335	-0.00095986319421163
0.20399999618530	-0.00091044399826819
0.20600000023842	-0.00086396032381613
0.20800000429153	-0.00082243766659730
0.20999999344349	-0.00078637417438642
0.21199999749660	-0.00075626884085835
0.21400000154972	-0.00073315640776163
0.21600000560284	-0.00071703096592389
0.21799999475479	-0.00070839965633412
0.21999999880791	-0.00070882243520295
0.22200000286102	-0.00071730321031414
0.22400000691414	-0.00073589354873802
0.22599999606609	-0.00076308531710922
0.22800000011921	-0.00079939912646879
0.23000000417233	-0.00084486066010131
0.23199999332428	-0.00090002913995348
0.23399999737740	-0.00096336617361536
0.23600000143051	-0.0010359313045099
0.23800000548363	-0.0011161845739633
0.23999999463558	-0.0012046834123582
0.24199999868870	-0.0013003865746097
0.24400000274181	-0.0014022908657695
0.24600000679493	-0.0015103949458384
0.24799999594688	-0.0016231230833449
0.25000000000000	-0.0017404968047121
0.25200000405312	-0.0018609415936676
0.25400000810623	-0.0019844140173880
0.25600001215935	-0.0021088118879179
0.25799998641014	-0.0022341189403831
0.25999999046326	-0.0023597173860473
0.26199999451637	-0.0024840301693981
0.26399999856949	-0.0026069636172211
0.26600000262260	-0.0027263527772119
0.26800000667572	-0.0028431544527063
0.27000001072884	-0.0029562190314821
0.27200001478195	-0.0030644001271221
0.27399998903275	-0.0031670401042393
0.27599999308586	-0.0032645457121075
0.27799999713898	-0.0033562344510857
0.28000000119209	-0.0034409476774382
0.28200000524521	-0.0035200639678122
0.28400000929832	-0.0035929144818930
0.28600001335144	-0.0036588078514342
0.28799998760223	-0.0037186397853903
0.28999999165535	-0.0037722010012464
0.29199999570847	-0.0038209209505684
0.29399999976158	-0.0038646084377330
0.29600000381470	-0.0039030944521726
0.29800000786781	-0.0039377920957722
0.30000001192093	-0.0039700712658786
0.30199998617172	-0.0039987561321284
0.30399999022484	-0.0040273315249077
0.30599999427795	-0.0040551384503391
0.30799999833107	-0.0040825594735606
0.31000000238419	-0.0041115477112013
0.31200000643730	-0.0041425308245902
0.31400001049042	-0.0041774376190499
0.31600001454353	-0.0042162137951793
0.31799998879433	-0.0042603281403846
0.31999999284744	-0.0043107557904128
0.32199999690056	-0.0043689793202263
0.32400000095367	-0.0044344446647137
0.32600000500679	-0.0045091791282488
0.32800000905991	-0.0045936967930569
0.33000001311302	-0.0046874620398154
0.33199998736382	-0.0047930350126390
0.33399999141693	-0.0049099208825486
0.33599999547005	-0.0050381187879623
0.33799999952316	-0.0051781518386895
0.34000000357628	-0.0053305764048486
0.34200000762939	-0.0054948761075136
0.34400001168251	-0.0056710744627178
0.34599998593330	-0.0058596795897556
0.34799998998642	-0.0060592091241191
0.34999999403954	-0.0062706412685483
0.35199999809265	-0.0064914297402008
0.35400000214577	-0.0067236732580259
0.35600000619888	-0.0069647068902029
0.35800001025200	-0.0072145180229158
0.36000001430511	-0.0074715538389624
0.36199998855591	-0.0077362505840632
0.36399999260902	-0.0080070058582407
0.36599999666214	-0.0082826797989515
0.36800000071526	-0.0085626621455134
0.37000000476837	-0.0088457933174920
0.37200000882149	-0.0091304334760780
0.37400001287460	-0.0094168726569142
0.37599998712540	-0.0097034312160788
0.37799999117851	-0.0099893653359696
0.37999999523163	-0.010274016732534
