           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
             -195              100              220        -0.320694        -0.119004         -1.23068         -1.05002      -0.00728034        -0.209519
             -195              100              225        -0.344665       -0.0151419         -1.48466         -0.62945       -0.0702383        -0.199163
             -195              100              230        -0.336379        0.0923394         -1.60205        -0.144047          -0.1275        -0.170661
             -195              100              235        -0.292592         0.191968         -1.55379         0.360778        -0.172314        -0.124919
             -195              100              240        -0.221282         0.275416         -1.36388         0.836784        -0.202223       -0.0680525
             -195              100              245        -0.125717         0.331754         -1.03192           1.2319        -0.212288      -0.00413706
             -195              100              250       -0.0171248         0.356985         -0.60109          1.51231        -0.203011        0.0601067
             -195              100              255        0.0949568         0.347874        -0.107886          1.65003        -0.174837         0.119061
             -195              100              260          0.19859          0.30309         0.398704          1.62169        -0.129658         0.166309
             -195              100              265         0.285356         0.229769         0.873264          1.44538       -0.0729821         0.199005
             -195              100              270         0.342796         0.130915          1.25924          1.11513       -0.0088802         0.211354
             -195              100              275         0.368649        0.0191041          1.53005         0.681138        0.0557279         0.204738
             -195              100              280         0.357728       -0.0962464          1.65111         0.175333          0.11505         0.178313
             -195              100              285         0.310816         -0.20295          1.60903        -0.349691         0.163085          0.13479
             -195              100              290         0.233833        -0.292028          1.41625        -0.847119         0.196454         0.078853
             -195              100              295         0.130814        -0.350833          1.07191         -1.25783         0.209554        0.0147569
             -195              100              300        0.0146323        -0.377551         0.627165         -1.55449         0.203893       -0.0506625
             -195              100              305        -0.104876          -0.3653         0.113065         -1.69321         0.177759        -0.111337
             -195              100              310        -0.215259        -0.316995        -0.414689         -1.66699         0.134808        -0.161548
             -195              100              315         -0.30649        -0.236808        -0.908712         -1.47772        0.0788178        -0.197002
             -195              100              320         -0.36678        -0.130579         -1.31202         -1.13142        0.0145823        -0.212785
             -195              100              325        -0.393752       -0.0104449         -1.59748        -0.674967       -0.0515098        -0.209644
             -195              100              330        -0.379065         0.113114         -1.71557        -0.138965        -0.113069        -0.184985
             -195              100              335        -0.327995         0.227529         -1.67002         0.415957        -0.164759        -0.143285
             -195              100              340         -0.24295         0.321607         -1.45456          0.93932        -0.201497         -0.08726
             -195              100              345        -0.131743          0.38456         -1.08584          1.37373        -0.219171        -0.022165
             -195              100              350      -0.00582432         0.413079        -0.606399          1.68722        -0.217799        0.0459772
             -195              100              355         0.123465         0.397672       -0.0495588          1.82195        -0.194226         0.110541
             -195              100              360         0.243471         0.345447         0.521749          1.78753         -0.15357         0.166275
             -195              100              365         0.341627         0.256907           1.0542          1.56598       -0.0975312         0.207193
             -195              100              370         0.408229         0.141741          1.49281          1.18258       -0.0318698         0.229729
             -195              100              375         0.437934        0.0104646          1.79943         0.673205        0.0378269         0.232453
             -195              100              380         0.423051        -0.124667          1.92314        0.0777928         0.104988         0.212852
             -195              100              385         0.369685        -0.251148          1.87089        -0.540649         0.164329         0.175093
             -195              100              390          0.27733        -0.354929          1.61932         -1.12222         0.209191         0.120063
             -195              100              395         0.157743        -0.427424          1.20543         -1.61078          0.23663        0.0540667
             -195              100              400        0.0204803        -0.460959         0.658657          -1.9572         0.243842       -0.0178423
             -195              100              405        -0.121186        -0.449664        0.0275878         -2.11376         0.229065       -0.0890624
             -195              100              410        -0.254886        -0.398283        -0.626944         -2.08074         0.195454        -0.154118
             -195              100              415        -0.365001        -0.304992         -1.23847         -1.82414         0.143009        -0.205615
             -195              100              420         -0.44414        -0.183529         -1.75327          -1.3924          0.07858        -0.240895
             -195              100              425        -0.482177       -0.0421677          -2.1128        -0.805935       0.00640494        -0.255594
             -195              100              430        -0.475225         0.104933         -2.27692        -0.122287       -0.0668884        -0.248464
             -195              100              435        -0.425812         0.245183         -2.23682         0.596963        -0.135664        -0.221109
             -195              100              440        -0.333168         0.362807         -1.96346          1.27952        -0.192739        -0.173429
             -195              100              445        -0.210748         0.450193         -1.50599          1.86735        -0.235059        -0.111818
             -195              100              450        -0.066221         0.495071        -0.880435          2.28866        -0.257146       -0.0397896
             -195              100              455        0.0852651         0.495439         -0.15428          2.50733        -0.258303        0.0357677
             -195              100              460         0.230853         0.450918         0.611957          2.49857        -0.238376         0.109064
             -195              100              465         0.355153         0.362638          1.34182          2.24015        -0.197697         0.173167
             -195              100              470         0.449915         0.242489          1.97565          1.77491        -0.141538          0.22422
             -195              100              475         0.500952        0.0975058          2.43044          1.11246       -0.0725727         0.255603
             -195              100              480         0.508308       -0.0562289          2.67864         0.332518       0.00206899         0.266918
             -195              100              485         0.468679        -0.205839          2.68045          -0.5053        0.0769052           0.2561
             -195              100              490         0.385305        -0.336366          2.42526         -1.31797         0.145286         0.223827
             -195              100              495         0.268231        -0.438573          1.94756           -2.039         0.202729         0.174074
             -195              100              500         0.124434        -0.497355          1.25653          -2.5741         0.242192         0.108769
             -190              100                0        0.0239705        -0.363931          10.7263          2.81802      0.000300453        -0.204098
             -190              100                5       -0.0205642        -0.320089          10.3986          2.69682         0.336227        -0.183255
             -190              100               10       -0.0345155        -0.274095          10.0212          2.56049         0.658292        -0.165159
             -190              100               15        -0.013476        -0.227995          9.58004           2.4038         0.940598        -0.154635
             -190              100               20        0.0287325        -0.181831          9.10035           2.2348          1.19885        -0.148691
             -190              100               25        0.0843896        -0.140977          8.58095           2.0503          1.40119        -0.152998
             -190              100               30         0.146823        -0.102799          8.04155          1.85799          1.57535         -0.16247
             -190              100               35         0.203605       -0.0741381           7.4875           1.6554          1.69654        -0.181385
             -190              100               40         0.258043       -0.0494246          6.92736          1.44854          1.79576        -0.204218
             -190              100               45         0.296208       -0.0363128          6.36949          1.23496          1.85373        -0.234356
             -190              100               50         0.328912       -0.0270951          5.81238          1.01912          1.89786        -0.266946
             -190              100               55         0.341801       -0.0297446          5.26657         0.798632          1.91383        -0.304783
             -190              100               60         0.349441       -0.0355373          4.72375         0.576917          1.92234         -0.34401
             -190              100               65         0.338104       -0.0522027          4.19551         0.351627          1.91384        -0.387069
             -190              100               70         0.322948       -0.0710562          3.67021         0.125618          1.90192        -0.430898
             -190              100               75         0.291844        -0.098945          3.15893        -0.103479           1.8814        -0.477857
             -190              100               80         0.258449        -0.128132          2.64967        -0.333019          1.85964        -0.525266
             -190              100               85         0.213001         -0.16385          2.15136        -0.565446          1.83507        -0.575689
             -190              100               90         0.166452        -0.200165          1.65404        -0.798138          1.81023        -0.626387
             -190              100               95         0.111997         -0.23995          1.16281         -1.03354           1.1951        -0.434028
             -190              100              100        0.0571964        -0.279886         0.671842         -1.26906          0.55417        -0.231045
             -190              100              105       -0.0336337        -0.286197          0.24365         -1.42437         0.144054        -0.124276
             -190              100              110        -0.122622        -0.265212        -0.205865         -1.44774        0.0986558        -0.163552
             -190              100              115        -0.201545        -0.217265        -0.637824         -1.33159        0.0434239        -0.187376
             -190              100              120        -0.260807        -0.145548         -1.00458         -1.07981       -0.0163281         -0.19228
             -190              100              125         -0.29628       -0.0586833         -1.27841        -0.727817       -0.0747395        -0.179541
             -190              100              130        -0.302004         0.036184         -1.42499        -0.301112        -0.126088        -0.148883
             -190              100              135        -0.277346         0.128864         -1.43121         0.154785        -0.165185        -0.103734
             -190              100              140        -0.225771         0.211117          -1.3043         0.598558        -0.189319        -0.048767
             -190              100              145        -0.149028         0.272451         -1.04094         0.981653        -0.194037        0.0115166
             -190              100              150       -0.0568343         0.308107        -0.679349          1.27121        -0.180551        0.0707345
             -190              100              155        0.0428558         0.314476        -0.250569          1.44171        -0.149923         0.123823
             -190              100              160         0.139715         0.287291          0.20541           1.4618        -0.103632           0.1644
             -190              100              165           0.2246         0.232313         0.642567          1.34522       -0.0476123         0.189999
             -190              100              170         0.288485         0.152571          1.01908           1.0936         0.013691         0.197285
             -190              100              175         0.323596        0.0557969           1.2934         0.730166        0.0740258         0.185015
             -190              100              180         0.328425       -0.0480968          1.44813         0.295392          0.12816         0.155636
             -190              100              185         0.298777        -0.149177          1.45448        -0.174349         0.170038         0.110182
             -190              100              190         0.239065        -0.236988           1.3191        -0.629316          0.19609        0.0539737
             -190              100              195         0.155186        -0.304189          1.05817         -1.03115          0.20468      -0.00796448
             -190              100              200        0.0532577        -0.341143         0.685559         -1.33194         0.193081       -0.0701072
             -190              100              205       -0.0559241        -0.344797         0.242053         -1.50487         0.163117        -0.126245
             -190              100              210        -0.161199        -0.312644        -0.229929         -1.52481            0.117        -0.170191
             -190              100              215        -0.252978        -0.251111        -0.683741         -1.40548        0.0604577        -0.199429
             -190              100              220        -0.320888        -0.162698         -1.07473         -1.14299      -0.00243321        -0.209748
             -190              100              225        -0.358053       -0.0569591         -1.36382        -0.766941       -0.0652598        -0.200534
             -190              100              230        -0.361923        0.0562427         -1.52894        -0.313789          -0.1227        -0.173247
             -190              100              235        -0.327817          0.16529         -1.53723         0.176303        -0.168084        -0.128699
             -190              100              240        -0.263139         0.260587         -1.40638         0.654548        -0.198914       -0.0728981
             -190              100              245         -0.17006         0.330368         -1.13017          1.07112        -0.210264      -0.00977653
             -190              100              250       -0.0598505         0.369201        -0.746218          1.38875         -0.20253        0.0540314
             -190              100              255        0.0579155         0.372639        -0.286392          1.57643        -0.176054         0.112997
             -190              100              260         0.170952         0.337959         0.204912          1.60608         -0.13257         0.160781
             -190              100              265         0.269681         0.271643         0.682019          1.48981       -0.0774402         0.194486
             -190              100              270         0.340796         0.175408          1.09116          1.21527       -0.0145219         0.208333
             -190              100              275         0.380522        0.0620955          1.40103         0.827595         0.049366         0.203533
             -190              100              280         0.382395       -0.0590905          1.57457         0.353433         0.108579         0.179121
             -190              100              285          0.34585        -0.175386          1.59274        -0.158159         0.157178         0.137594
             -190              100              290         0.276022        -0.276783          1.46206        -0.660622          0.19174        0.0834497
             -190              100              295         0.175662        -0.349684          1.17478         -1.09695         0.206659        0.0206769
             -190              100              300        0.0579434        -0.390736         0.777073          -1.4347         0.203216       -0.0439957
             -190              100              305       -0.0677013         -0.39167         0.293855         -1.62764         0.179539        -0.104701
             -190              100              310        -0.188009         -0.35409        -0.221762          -1.6623         0.139004        -0.155741
             -190              100              315        -0.292085        -0.281183        -0.723572         -1.53477        0.0851414        -0.192797
             -190              100              320         -0.36702        -0.177656         -1.15546         -1.24395        0.0224292        -0.210896
             -190              100              325        -0.408952       -0.0558336         -1.48545        -0.832022       -0.0428764        -0.210531
             -190              100              330        -0.408006        0.0743686         -1.66156        -0.322746        -0.104672        -0.188897
             -190              100              335        -0.368205         0.199302         -1.68008         0.224474        -0.157581        -0.150132
             -190              100              340        -0.290743         0.307076         -1.52873         0.761174        -0.196541       -0.0966412
             -190              100              345        -0.182467          0.38559         -1.21675          1.22925        -0.217309       -0.0333293
             -190              100              350       -0.0548625          0.43008        -0.781818          1.59225        -0.219615        0.0339549
             -190              100              355        0.0814281         0.429369        -0.249512          1.78933        -0.200031        0.0989497
             -190              100              360         0.212448         0.389347         0.317341          1.82209        -0.163263         0.156292
             -190              100              365         0.325114         0.309043         0.868512          1.66619        -0.110599         0.200082
             -190              100              370         0.408227         0.197353           1.3468          1.33951       -0.0474059         0.226535
             -190              100              375         0.455001        0.0645318          1.71017         0.872503        0.0209957         0.233932
             -190              100              380         0.456005       -0.0776494          1.90333         0.298071        0.0884317         0.219406
             -190              100              385         0.416068        -0.215512          1.92522        -0.320875          0.14952         0.186653
             -190              100              390         0.332971        -0.334581          1.74516        -0.928099         0.197774         0.136051
             -190              100              395          0.21785        -0.424557          1.39261         -1.46347          0.22992        0.0734792
             -190              100              400        0.0796556        -0.476354         0.890443         -1.87457         0.242879       0.00359187
             -190              100              405       -0.0686028         -0.48229         0.280752         -2.10787         0.234449       -0.0673954
             -190              100              410         -0.21356        -0.445778        -0.376092         -2.15582         0.207248         -0.13397
             -190              100              415        -0.339303        -0.363015         -1.01834         -1.97599         0.160643        -0.189023
             -190              100              420        -0.436522        -0.247299          -1.5864         -1.60953          0.10101        -0.229438
             -190              100              425         -0.49375        -0.105923         -2.01928          -1.0691        0.0320226        -0.250653
             -190              100              430        -0.505233        0.0469791         -2.26952        -0.406711         -0.04008        -0.250883
