#
#"Time / ns"	"default [Real Part]"
#---------------------------------
0.00000000000000	1.3182567499825e-06
0.0023728630039841	1.4169677342579e-06
0.0047457260079682	1.5227760741254e-06
0.0071185887791216	1.6361694861189e-06
0.0094914520159364	1.7576672917130e-06
0.011864314787090	1.8878228047470e-06
0.014237177558243	2.0272248093534e-06
0.016610041260719	2.1765004021290e-06
0.018982904031873	2.3363168111246e-06
0.021355766803026	2.5073841243284e-06
0.023728629574180	2.6904579044640e-06
0.026101492345333	2.8863410079794e-06
0.028474355116487	3.0958876777731e-06
0.030847217887640	3.3200064990524e-06
0.033220082521439	3.5596629004431e-06
0.035592943429947	3.8158818824741e-06
0.037965808063745	4.0897530197981e-06
0.040338668972254	4.3824343265442e-06
0.042711533606052	4.6951545300544e-06
0.045084398239851	5.0292192099732e-06
0.047457259148359	5.3860126172367e-06
0.049830123782158	5.7670044952829e-06
0.052202984690666	6.1737550822727e-06
0.054575845599174	6.6079173848266e-06
0.056948710232973	7.0712467277190e-06
0.059321574866772	7.5656034823623e-06
0.061694435775280	8.0929567047860e-06
0.064067296683788	8.6553991422988e-06
0.066440165042877	9.2551426860155e-06
0.068813025951385	9.8945311037824e-06
0.071185886859894	1.0576050954114e-05
0.073558747768402	1.1302328857710e-05
0.075931616127491	1.2076151506335e-05
0.078304484486580	1.2900463843835e-05
0.080677337944508	1.3778379980067e-05
0.083050206303596	1.4713203199790e-05
0.085423067212105	1.5708415958215e-05
0.087795928120613	1.6767709894339e-05
0.090168796479702	1.7894983102451e-05
0.092541657388210	1.9094350136584e-05
0.094914518296719	2.0370171114337e-05
0.097287379205227	2.1727040802944e-05
0.099660247564316	2.3169821361080e-05
0.10203310847282	2.4703640519874e-05
0.10440596938133	2.6333907953813e-05
0.10677883774042	2.8066346203559e-05
0.10915169119835	2.9906977943028e-05
0.11152455955744	3.1862175092101e-05
0.11389742046595	3.3938631531782e-05
0.11627028137445	3.6143443139736e-05
0.11864314973354	3.8484056858579e-05
0.12101601809263	4.0968334360514e-05
0.12338887155056	4.3604544771370e-05
0.12576173245907	4.6401448344113e-05
0.12813459336758	4.9368216423318e-05
0.13050746917725	5.2514533308567e-05
0.13288033008575	5.5850585340522e-05
0.13525319099426	5.9387079090811e-05
0.13762605190277	6.3135332311504e-05
0.13999891281128	6.7107204813510e-05
0.14237177371979	7.1315174864139e-05
0.14474464952946	7.5772382842842e-05
0.14711749553680	8.0492587585468e-05
0.14949037134647	8.5490362835117e-05
0.15186323225498	9.0780922619160e-05
0.15423609316349	9.6380274044350e-05
0.15660896897316	0.00010230523912469
0.15898181498051	0.00010857343295356
0.16135467588902	0.00011520348198246
0.16372755169868	0.00012221478391439
0.16610041260719	0.00012962777691428
0.16847327351570	0.00013746386684943
0.17084613442421	0.00014574544911738
0.17321899533272	0.00015449618513230
0.17559185624123	0.00016374072583858
0.17796473205090	0.00017350490088575
0.18033759295940	0.00018381584959570
0.18271043896675	0.00019470190454740
0.18508331477642	0.00020619289716706
0.18745617568493	0.00021831992489751
0.18982903659344	0.00023111555492505
0.19220191240311	0.00024461391149089
0.19457475841045	0.00025885057402775
0.19694761931896	0.00027386299916543
0.19932049512863	0.00028969018603675
0.20169335603714	0.00030637290910818
0.20406621694565	0.00032395380549133
0.20643907785416	0.00034247728763148
0.20881193876266	0.00036199018359184
0.21118479967117	0.00038254098035395
0.21355767548084	0.00040418043499812
0.21593053638935	0.00042696151649579
0.21830338239670	0.00045093943481334
0.22067625820637	0.00047617213567719
0.22304911911488	0.00050271966028959
0.22542198002338	0.00053064484382048
0.22779484093189	0.00056001287885010
0.23016770184040	0.00059089239221066
0.23254056274891	0.00062335422262549
0.23491342365742	0.00065747223561630
0.23728629946709	0.00069332419661805
0.23965916037560	0.00073098955908790
0.24203203618526	0.00077055284054950
0.24440488219261	0.00081210007192567
0.24677774310112	0.00085572223179042
0.24915061891079	0.00090151408221573
0.25152346491814	0.00094957242254168
0.25389635562897	0.0010000001639128
0.25626918673515	0.0010529020801187
0.25864204764366	0.0011083884164691
0.26101493835449	0.0011665744241327
0.26338776946068	0.0012275769840926
0.26576066017151	0.0012915210099891
0.26813352108002	0.0013585328124464
0.27050638198853	0.0014287455705926
0.27287924289703	0.0015022979350761
0.27525210380554	0.0015793310012668
0.27762496471405	0.0016599944792688
0.27999782562256	0.0017444399418309
0.28237068653107	0.0018328273436055
0.28474354743958	0.0019253224600106
0.28711640834808	0.0020220938604325
0.28948929905891	0.0021233204752207
0.29186215996742	0.0022291827481240
0.29423499107361	0.0023398711346090
0.29660788178444	0.0024555830750614
0.29898074269295	0.0025765183381736
0.30135360360146	0.0027028887998313
0.30372646450996	0.0028349086642265
0.30609932541847	0.0029728028457612
0.30847218632698	0.0031168041750789
0.31084504723549	0.0032671485096216
0.31321793794632	0.0034240854438394
0.31559076905251	0.0035878659691662
0.31796362996101	0.0037587548140436
0.32033652067184	0.0039370250888169
0.32270935177803	0.0041229519993067
0.32508224248886	0.0043168277479708
0.32745510339737	0.0045189457014203
0.32982793450356	0.0047296136617661
0.33220082521439	0.0049491492100060
0.33457368612289	0.0051778731867671
0.33694654703140	0.0054161241278052
0.33931940793991	0.0056642415001988
0.34169226884842	0.0059225815348327
0.34406512975693	0.0061915116384625
0.34643799066544	0.0064714006148279
0.34881088137627	0.0067626396194100
0.35118371248245	0.0070656179450452
0.35355657339096	0.0073807444423437
0.35592946410179	0.0077084414660931
0.35830229520798	0.0080491295084357
0.36067518591881	0.0084032565355301
0.36304804682732	0.0087712658569217
0.36542087793350	0.0091536240652204
0.36779376864433	0.0095508098602295
0.37016662955284	0.0099633019417524
0.37253949046135	0.010391607880592
0.37491235136986	0.010836228728294
0.37728521227837	0.011297690682113
0.37965807318687	0.011776536703110
0.38203093409538	0.012273302301764
0.38440382480621	0.012788560241461
0.38677665591240	0.013322869315743
0.38914951682091	0.013876823708415
0.39152240753174	0.014451026916504
0.39389523863792	0.015046077780426
0.39626812934875	0.015662614256144
0.39864099025726	0.016301259398460
0.40101382136345	0.016962669789791
0.40338671207428	0.017647515982389
0.40575957298279	0.018356461077929
0.40813243389130	0.019090207293630
0.41050529479980	0.019849440082908
0.41287815570831	0.020634885877371
0.41525101661682	0.021447280421853
0.41762387752533	0.022287344560027
0.41999676823616	0.023155851289630
0.42236959934235	0.024053547531366
0.42474246025085	0.024981223046780
0.42711535096169	0.025939678773284
0.42948818206787	0.026929695159197
0.43186107277870	0.027952110394835
0.43423393368721	0.029007731005549
0.43660676479340	0.030097406357527
0.43897965550423	0.031221998855472
0.44135251641273	0.032382342964411
0.44372537732124	0.033579345792532
0.44609823822975	0.034813854843378
0.44847109913826	0.036086782813072
0.45084396004677	0.037399049848318
0.45321682095528	0.038751535117626
0.45558968186378	0.040145181119442
0.45796254277229	0.041580934077501
0.46033540368080	0.043059702962637
0.46270829439163	0.044582474976778
0.46508112549782	0.046150166541338
0.46745401620865	0.047763779759407
0.46982684731483	0.049424231052399
0.47219973802567	0.051132570952177
0.47457259893417	0.052889749407768
0.47694548964500	0.054696753621101
0.47931832075119	0.056554526090622
0.48169118165970	0.058464158326387
0.48406407237053	0.060426600277424
0.48643690347672	0.062442813068628
0.48880976438522	0.064513891935349
0.49118265509605	0.066640786826611
0.49355548620224	0.068824470043182
0.49592834711075	0.071066036820412
0.49830123782158	0.073366440832615
0.50067412853241	0.075726687908173
0.50304692983627	0.078147724270821
0.50541979074478	0.080630645155907
0.50779271125793	0.083176396787167
0.51016551256180	0.085785895586014
0.51253837347031	0.088460251688957
0.51491129398346	0.091200366616249
0.51728409528732	0.094007134437561
0.51965695619583	0.096881650388241
0.52202987670898	0.099824786186218
0.52440273761749	0.10283747315407
0.52677553892136	0.10592056065798
0.52914845943451	0.10907509177923
0.53152132034302	0.11230187863111
0.53389412164688	0.11560173332691
0.53626704216003	0.11897565424442
0.53863990306854	0.12242440879345
0.54101276397705	0.12594872713089
0.54338562488556	0.12954956293106
0.54575848579407	0.13322763144970
0.54813134670258	0.13698367774487
0.55050420761108	0.14081832766533
0.55287706851959	0.14473247528076
0.55524992942810	0.14872670173645
0.55762279033661	0.15280155837536
0.55999565124512	0.15695784986019
0.56236851215363	0.16119605302811
0.56474137306213	0.16551665961742
0.56711423397064	0.16992035508156
0.56948709487915	0.17440752685070
0.57186001539230	0.17897865176201
0.57423281669617	0.18363401293755
0.57660573720932	0.18837419152260
0.57897859811783	0.19319944083691
0.58135139942169	0.19810990989208
0.58372431993484	0.20310609042645
0.58609718084335	0.20818805694580
0.58846998214722	0.21335588395596
0.59084290266037	0.21860988438129
0.59321576356888	0.22395004332066
0.59558862447739	0.22937634587288
0.59796148538589	0.23488864302635
0.60033434629440	0.24048711359501
0.60270720720291	0.24617148935795
0.60508006811142	0.25194144248962
0.60745292901993	0.25779697299004
0.60982578992844	0.26373770833015
0.61219865083694	0.26976308226585
0.61457151174545	0.27587300539017
0.61694437265396	0.28206685185432
0.61931723356247	0.28834390640259
0.62169009447098	0.29470393061638
0.62406295537949	0.30114606022835
0.62643587589264	0.30766963958740
0.62880867719650	0.31427365541458
0.63118153810501	0.32095763087273
0.63355445861816	0.32772049307823
0.63592725992203	0.33456107974052
0.63830012083054	0.34147867560387
0.64067304134369	0.34847202897072
0.64304584264755	0.35553976893425
0.64541870355606	0.36268100142479
0.64779162406921	0.36989423632622
0.65016448497772	0.37717813253403
0.65253728628159	0.38453102111816
0.65491020679474	0.39195173978806
0.65728306770325	0.39943853020668
0.65965586900711	0.40698957443237
0.66202878952026	0.41460350155830
0.66440165042877	0.42227831482887
0.66677445173264	0.43001198768616
0.66914737224579	0.43780294060707
0.67152023315430	0.44564899802208
0.67389309406281	0.45354810357094
0.67626595497131	0.46149790287018
0.67863881587982	0.46949660778046
0.68101167678833	0.47754171490669
0.68338453769684	0.48563072085381
0.68575739860535	0.49376159906387
0.68813025951385	0.50193172693253
0.69050312042236	0.51013827323914
0.69287598133087	0.51837915182114
0.69524884223938	0.52665144205093
0.69762176275253	0.53495246171951
0.69999456405640	0.54327923059464
0.70236742496490	0.55162924528122
0.70474034547806	0.55999952554703
0.70711314678192	0.56838685274124
0.70948600769043	0.57678860425949
0.71185892820358	0.58520156145096
0.71423172950745	0.59362238645554
0.71660459041595	0.60204833745956
0.71897751092911	0.61047607660294
0.72135037183762	0.61890220642090
0.72372317314148	0.62732332944870
0.72609609365463	0.63573646545410
0.72846895456314	0.64413809776306
0.73084175586700	0.65252453088760
0.73321467638016	0.66089278459549
0.73558753728867	0.66923910379410
0.73796033859253	0.67755979299545
0.74033325910568	0.68585169315338
0.74270612001419	0.69411104917526
0.74507898092270	0.70233422517776
0.74745184183121	0.71051746606827
0.74982470273972	0.71865749359131
0.75219756364822	0.72675043344498
0.75457042455673	0.73479247093201
0.75694328546524	0.74278020858765
0.75931614637375	0.75070983171463
0.76168900728226	0.75857746601105
0.76406186819077	0.76637977361679
0.76643472909927	0.77411282062531
0.76880764961243	0.78177297115326
0.77118045091629	0.78935635089874
0.77355331182480	0.79685956239700
0.77592623233795	0.80427879095078
0.77829903364182	0.81161022186279
0.78067189455032	0.81885051727295
0.78304481506348	0.82599598169327
0.78541761636734	0.83304268121719
0.78779047727585	0.83998751640320
0.79016339778900	0.84682679176331
0.79253625869751	0.85355687141418
0.79490906000137	0.86017417907715
0.79728198051453	0.86667561531067
0.79965484142303	0.87305760383606
0.80202764272690	0.87931668758392
0.80440056324005	0.88544976711273
0.80677342414856	0.89145356416702
0.80914622545242	0.89732462167740
0.81151914596558	0.90306007862091
0.81389200687408	0.90865677595139
0.81626486778259	0.91411161422729
0.81863772869110	0.91942161321640
0.82101058959961	0.92458397150040
0.82338345050812	0.92959588766098
0.82575631141663	0.93445438146591
0.82812917232513	0.93915706872940
0.83050203323364	0.94370114803314
0.83287489414215	0.94808411598206
0.83524775505066	0.95230358839035
0.83762061595917	0.95635724067688
0.83999353647232	0.96024268865585
0.84236633777618	0.96395772695541
0.84473919868469	0.96750038862228
0.84711211919785	0.97086858749390
0.84948492050171	0.97406041622162
0.85185778141022	0.97707408666611
0.85423070192337	0.97990792989731
0.85660350322723	0.98256015777588
0.85897636413574	0.98502939939499
0.86134928464890	0.98731428384781
0.86372214555740	0.98941338062286
0.86609494686127	0.99132543802261
0.86846786737442	0.99304956197739
0.87084072828293	0.99458456039429
0.87321352958679	0.99592965841293
0.87558645009995	0.99708402156830
0.87795931100845	0.99804705381393
0.88033211231232	0.99881809949875
0.88270503282547	0.99939680099487
0.88507789373398	0.99978280067444
0.88745075464249	0.99997586011887
0.88982361555099	0.99997586011887
0.89219647645950	0.99978280067444
0.89456933736801	0.99939680099487
0.89694219827652	0.99881815910339
0.89931505918503	0.99804705381393
0.90168792009354	0.99708402156830
0.90406078100204	0.99592965841293
